,中文名,景点排名,攻略数量,评论数量,旅游率,景区介绍,评分,地址,开放时间,门票,价格
715,护海观音宫,0%,0,0,0%,,--,英都镇良山村树溪18组,,具体收费情况以现场公示为主,
716,里春基督教堂,0%,0,1,0%,,4.0,福建省泉州市南安市蔡边大路,,具体收费情况以现场公示为主,
717,古瑟灵光寺,0%,0,0,0%,,5.0,泉州市南安市丰州镇省道307线旭山小学北九日山内,,具体收费情况以现场公示为主,
718,龟山湾旅游区,0%,0,3,0%,,5.0,福建省泉州市南安市创新路,,具体收费情况以现场公示为主,
719,桃花山公园,0%,0,1,0%,,5.0,福建省泉州市南安市滨江景观路,,具体收费情况以现场公示为主,
720,大佛字,0%,0,1,0%,,5.0,南门街西150米,,,
721,潘山大人公宫,0%,0,1,0%,,5.0,泉州市晋江市德泰路太子酒店附近仙公山公园内,,,
722,科榜进宝殿,0%,0,0,0%,,--,文胜巷与模范巷交叉口北150米,,,
723,文兴宫,0%,0,3,0%,,4.7,福建省泉州市丰泽区东海街道附中路瑞士花园东北200米,,,
724,古福城隍庙,0%,0,0,0%,,--,泉安中路532号附近,,,
725,田安公园,0%,0,0,0%,,--,福建省泉州市晋江市池峰路新加坡城1栋中闽百汇商场2层,,,
726,金粟洞,0%,0,0,0%,,--,福建省泉州市鲤城区浮桥火炬街摩卡小镇旁,,,
727,靖安殿留王府,0%,0,0,0%,,--,福建省泉州市晋江市G72(泉南高速),,,
728,黑峰关帝庙,0%,0,2,0%,,4.0,福建省泉州市鲤城区大寺后,,具体收费情况以现场公示为主,
729,奉天坛(古礼拜殿),0%,0,0,0%,,0.0,横街32号,,具体收费情况以现场公示为主,
730,青龙宫,0%,0,0,0%,,--,福建省泉州市世纪大道,,具体收费情况以现场公示为主,
731,晋江云山寺,0%,0,0,0%,,5.0,泉州市晋江市成功西路155号,,,
732,石狮文财神比干庙,0%,0,0,0%,,--,朝阳路南150米,,具体收费情况以现场公示为主,
733,石狮巿海峡渔文化博物馆,0%,0,0,0%,,--,福建省泉州市晋江市324国道附近,,具体收费情况以现场公示为主,
734,佛光祈胜,0%,0,0,0%,,--,福建省泉州市晋江市青阳街道鼓声路锦峰(晋江第一中学东),,具体收费情况以现场公示为主,
735,泉州府南门外廿一都普渡公宫,0%,0,1,0%,,4.0,泉州市石狮市宝岛路,,具体收费情况以现场公示为主,
736,碧峰古寺,0%,0,0,0%,,--,福建省泉州市晋江市镇海石大道南150米,,具体收费情况以现场公示为主,
737,石狮永宁梅林观音阁,0%,0,0,0%,,--,泉州市晋江市英华大酒店后门,,具体收费情况以现场公示为主,
738,李子芳纪念馆,0%,0,1,0%,,5.0,延平东路南100米,,,
739,永宁大夫第,0%,0,0,0%,,0.0,福建省泉州市南安市登山路,,具体收费情况以现场公示为主,
740,基督教水头堂,0%,0,2,0%,,4.5,泉州市晋江市龙湖镇衙口村施氏大宗祠西侧衙口滨海休闲旅游区内,,,
741,奉天宫,0%,0,0,0%,,--,福建省泉州市晋江市东石镇永湖南天路佛法金城,,具体收费情况以现场公示为主,
742,柔潮庵,0%,0,0,0%,,--,福建省泉州市晋江市安海镇洋南村,,具体收费情况以现场公示为主,
743,郭坑生态文化园,0%,0,0,0%,,--,福建省泉州市晋江市深沪镇壁山社区竹坞路基督教深沪堂,,具体收费情况以现场公示为主,
744,石狮市慈航庵,0%,0,0,0%,,--,泉州市晋江市金井镇围头村围头战地文化渔村围头角东线和平公园内,,具体收费情况以现场公示为主,
745,五里职工公园,0%,0,0,0%,,--,泉州市晋江市金井镇围头村823号围头八二三战地公园内,,具体收费情况以现场公示为主,
746,小公园和记,0%,0,1,0%,,2.0,岱峰中心小学附近,,具体收费情况以现场公示为主,
747,基督教石井堂,0%,0,0,0%,,--,丰收路8号,,具体收费情况以现场公示为主,
748,不二庵,0%,0,0,0%,,5.0,佳特佳商厦五楼,,,
749,福宁宫,0%,0,0,0%,,--,锦兴路88号附近,,,
750,烟峰公园,0%,0,0,0%,,--,石狮服装城北A座1802,,具体收费情况以现场公示为主,
751,龙江寺,0%,0,0,0%,,--,承天巷75号之沟尾下1号,"全年 周一,周三-周五 13:00-22:00;全年 周六-周日 11:00-22:00",具体收费情况以现场公示为主,
752,西宫圣地,0%,0,0,0%,,--,新门街南19栋,,具体收费情况以现场公示为主,
753,龙泉禅寺,0%,0,0,0%,,--,福建省泉州市安溪县S206,,具体收费情况以现场公示为主,
754,金井基督教会,0%,0,0,0%,,0.0,福建省德化县瓷都大道,,具体收费情况以现场公示为主,
755,火船头观浪台,0%,0,0,0%,,--,福建省华安县华丰镇,全年 全天开放,具体收费情况以现场公示为主,
756,李开藻故居,0%,0,0,0%,,4.6,新门街北15栋30-34号(近临漳门),,,
757,桃源殿,0%,0,0,0%,,--,建民东路,,,
758,大善寺,0%,0,0,0%,,--,鞋都对面苏厝桥第一栋,,,
759,郑文存故居,0%,0,0,0%,,--,云鹿路78号,周一至周日 09:30-17:30,,
760,昭显岩公园,0%,0,0,0%,,--,洛阳镇324国道福建省惠安第五中学北,,,
761,德化县基督教会,0%,0,0,0%,,--,丰泽街东涂街丰泽新邨附近,,,
762,汾洐庙,0%,0,0,0%,,--,花厅口小学旁,,,
763,慈恩禅寺,0%,0,0,0%,,--,学府路31号,,,
764,安溪善坛妈祖庙,0%,0,0,0%,,--,嘉禄路东城美居卡都购物广场,,,
765,钱江境,0%,0,0,0%,,--,嘉华路附近,,,
766,泉州驿坂礼拜堂,0%,0,0,0%,,--,延泽街,,,
767,邑西蔡氏宗祠,0%,0,0,0%,,--,晋江江滨南路滨江商务区泉商环球广场一期3栋12楼,,,
768,净峰后楼公园,0%,0,0,0%,,--,泉秀路领SHOW天地西区1号楼1-2楼,周一至周五:12:00-21:00|周末、节假日:9:00-21:00,,
769,半山寺,0%,0,0,0%,,,,,,
770,泉州市锦凤基督教堂,0%,0,1,0%,,5.0,通政巷24号,,具体收费情况以现场公示为主,
771,建兴寺,0%,0,1,0%,,4.8,世纪大道西侧,,,
772,地藏殿,0%,0,0,0%,,--,丰海路海悦府,,具体收费情况以现场公示为主,
773,蓝田馆,0%,0,0,0%,,--,兴德路与泉安中路交叉口东南50米,,,
774,送子观音殿,0%,0,0,0%,,5.0,八七路2412号达狮雄集团,全年 10:00-22:00,,
775,葛山寺,0%,0,0,0%,,--,豪安路5号,,,
776,东狱庙,0%,0,0,0%,,--,东湖街648号泉州侨乡体育馆,,,
777,净峰白鹭湾,0%,0,0,0%,,--,浔中镇城后路王厝山1号(举贤大厦对面),,,
778,观音坡,0%,0,0,0%,,--,海滨街101号附近,,,
779,崇武天后宫,0%,0,0,0%,,--,伍堡街与金山下陈巷交叉口西北50米,,,
780,南薰门,0%,0,0,0%,,0.0,泉州市安溪县湖美路46号正北方向140米,,具体收费情况以现场公示为主,
781,文相宫,0%,0,0,0%,,--,翔源路北50米,,,
782,凤星,0%,0,0,0%,,--,兰峰城市花园售楼部左侧,,,
783,树下宫,0%,0,0,0%,,0.0,泉安中路599-72号附近,春季、冬季 周二至周日 08:30-17:30 夏季、秋季 周二至周日 08:30-18:00,,
784,南安山美基督教堂,0%,0,0,0%,,--,浦口街120号附近,,具体收费情况以现场公示为主,
785,登台庙,0%,0,0,0%,,--,康荘大道与308县道交叉口东南200米,,,
786,南安汉侯博物馆,0%,0,0,0%,,--,中兴路附近,全年 全天开放,具体收费情况以现场公示为主,
787,四王府锦溪庙,0%,0,0,0%,,--,吉安中路11栋附近,,,
788,燕山黄氏家庙,0%,0,0,0%,,0.0,涵口下埭大道与鞋都路交叉口西南100米,全年 全天开放,具体收费情况以现场公示为主,
789,普照寺,0%,0,0,0%,,,,,,
790,林山寺,0%,0,0,0%,,--,柴塔村大道与池峰路交叉口北50米,,,
791,梅石书院旧址,0%,0,0,0%,,--,后城街与金鱼巷交叉口东北50米,,,
792,云麓禅寺,0%,0,0,0%,,--,城厢镇大同路662号后面200米圳头97号,,,
793,沿塘西堡境,0%,0,0,0%,,--,英墩大道东50米,,,
794,运动堡,0%,0,0,0%,,--,祥云中路东50米,,,
795,七彩金童儿童乐园,0%,0,0,0%,,5.0,乐园街与建设北街交叉口东南100米,,,
796,泉山公园,0%,0,0,0%,,--,官桥镇东大路776号,,,
797,檀越祠,0%,0,0,0%,,,,,,
798,蔡鼎常故居,0%,0,0,0%,,--,红日路80号附近,,,
799,玉罗殿,0%,0,0,0%,,--,云鹿路海逸国际公寓1层,,,
800,五都水尾宫,0%,0,0,0%,,--,清机路宝龙豪苑609-611号,,,
801,安海民俗文化图片展,0%,0,0,0%,,--,后城125号,,,
802,华古寺,0%,0,0,0%,,--,石井镇林柄新村11幢8号,,,
803,潘湖资福院,0%,0,0,0%,,--,前廊村道路与石灵路交叉口西50米,,,
804,后店仔土地公,0%,0,0,0%,,--,泉安中路483号泉隆大厦对面,,,
805,王氏宗祠,0%,0,0,0%,,--,宝洲路679号万达广场1层129,,,
806,晋江深沪华峰金沙寺,0%,0,0,0%,,--,英塔路与龙英路交叉口东北100米,,,
807,西龙禅寺,0%,0,0,0%,,--,万福街43号附近,,,
808,延平王祠,0%,0,0,0%,,--,通港西街北200米,,,
809,镇江宫,0%,0,1,0%,,5.0,甘棠巷21号,"全年 周二-周日 10:00-12:00,14:00-17:00",,
810,玉佛寺,0%,0,0,0%,,--,玉源大厦1楼103店,周一至周日 10:00-22:00,,
811,定光庵,0%,0,0,0%,,--,万安路与环溪路交叉口西南50米,,,
812,竺世庵,0%,0,0,0%,,--,建安大道东50米,,,
813,晋江安海福慧寺,0%,0,0,0%,,--,仕林村,,,
814,基督教深沪堂,0%,0,0,0%,,--,332县道西50米,,,
815,靖海宫,0%,0,0,0%,,--,新华南路48号附近,,,
816,土地庙,0%,0,0,0%,,--,灵秀镇,,,
817,革命烈士陵园,0%,0,0,0%,,--,净峰寺旅游景区,9:00-21:00 周一至周日,,
818,真耶稣教会北峰教会,0%,0,0,0%,,--,刺桐北路侨乡体育中心足球场东侧(近湖美大酒店),,,
819,泉州天后宫秉正堂石花膏(南安分店),0%,0,0,0%,,--,国贸3楼,,,
820,泉州陶笛陶埙文化推广展示馆,0%,0,0,0%,,--,德新街宝美卫生所旁,,,
821,迎春园绿化,0%,0,0,0%,,--,云鹿路国贸商城4楼,,,
822,古骑博格,0%,0,0,0%,,--,民生路127-131号,,,
823,赤子,0%,0,0,0%,,0.0,阳光大道附近,,具体收费情况以现场公示为主,
824,泉州新门文化会客厅,0%,0,0,0%,,4.0,东湖街425号海外交通史博物馆,,,
825,光孝咸水鸭鸡冷盘,0%,0,0,0%,,--,新华路T淘园内,,,
826,中国白艺术宫,0%,0,0,0%,,--,中俊世界城1楼,,具体收费情况以现场公示为主,
827,华安九龙璧,0%,0,2,0%,,3.0,金门县金湖镇安民1之11号,,具体收费情况以现场公示为主,
828,一整个夏天美术馆,0%,0,0,0%,,--,和平中路阳光广场,,,
829,索福德足球世界泉州中心,0%,0,0,0%,,--,北峰博森足球场(西湖公园附近),,,
830,超越足球俱乐部,0%,0,0,0%,,--,津淮街中段刺桐公园旁,,,
831,万国包装,0%,0,0,0%,,--,美食街南段东侧时尚健身会所附近,,,
832,未来之星体育文化发展有限公司,0%,0,0,0%,,--,新门街536号,,,
833,惠安第五中学足球场(建设中),0%,0,0,0%,,--,湖美路,,具体收费情况以现场公示为主,
834,星少儿足球训练基地,0%,0,1,0%,,4.5,晋江市池店村凤南区665号,,具体收费情况以现场公示为主,
835,亿达足球底,0%,0,0,0%,,--,城西路61-63号,,,
836,一中图书馆,0%,0,0,0%,,--,阳光大道,,具体收费情况以现场公示为主,
837,御景天下售楼部,0%,0,0,0%,,--,厦盛路68号,,,
838,下岭影剧场,0%,0,0,0%,,4.0,府学路,,,
839,拓文画廊,0%,0,0,0%,,0.0,中山北路38号,,,
840,晋江市24小时自助图书馆,0%,0,0,0%,,--,东湖街732号华侨历史博物馆一楼,,,
841,lulu公益图书馆,0%,0,0,0%,,--,龙寿路29号晋兴御园(近福达路),全年 10:00-22:00,具体收费情况以现场公示为主,
842,3D魔幻艺术展,0%,0,0,0%,,--,花博路,,,
843,仑后戏剧场,0%,0,0,0%,,--,西环路,,,
844,提线木偶戏传承保护中心,0%,0,0,0%,,--,泉山路中段365号,,,
845,晋江戏剧中心,0%,0,0,0%,,--,状元街110号,,,
846,苏子悦读会图书漂流中心,0%,0,7,0%,,4.9,刺桐路690号,,,
847,承源教材,0%,0,0,0%,,0.0,SM广场,,,
848,大观美术馆,0%,0,0,0%,,0.0,中山北路威远楼,,具体收费情况以现场公示为主,
849,子阅书坊,0%,0,0,0%,,0.0,清源花博园15-16号附近,,具体收费情况以现场公示为主,
850,嘉年华公司,0%,0,2,0%,,5.0,领SHOW天地乐其道7号7号楼2层,全年 14:30-21:00,,
851,龙湖文化名家艺术馆,0%,0,0,0%,,--,安吉南路69号中骏世界城来雅百贸三楼,,,
852,美伦山景叠苑售楼部,0%,0,0,0%,,--,兰台路16号,,,
853,晋江市24小时自助图书馆,0%,0,0,0%,,--,环城路,,,
854,小小图书借阅,0%,0,3,0%,,3.6,柳新路12号,"全年 08:00-11:30,14:30-17:30",具体收费情况以现场公示为主,
855,慈恩图书馆,0%,0,0,0%,,--,308县道,,,
856,晋江市24小时自助图书馆,0%,0,1,0%,,5.0,螺城镇科山路2号,,具体收费情况以现场公示为主,
857,晋江市24小时自助图书馆,0%,0,0,0%,,0.0,世纪大道111号,,,
858,晋江市24小时自助图书馆(泉安中路),0%,0,0,0%,,--,民生路114号,,,
859,那尔多足球俱乐部,0%,0,1,0%,,4.0,福建省泉州市泉港区前欧村,,具体收费情况以现场公示为主,
860,逸风画廊,0%,0,0,0%,,--,华光路,,,
861,文笔轩画廊,0%,0,6,0%,,4.8,祥云中路,,,
862,晋江市24小时自助图书馆(中兴路),0%,0,0,0%,,--,中山北路威远楼,,,
863,晋江市24小时自助图书馆,0%,0,0,0%,,--,聚宝新城A-8号,,,
864,晋江市24小时自助图书馆(鞋都路),0%,0,1,0%,,5.0,泉州市惠安县科山森林公园内,,具体收费情况以现场公示为主,
865,闽南理工学院图书馆,0%,0,1,0%,,4.0,北清东路268泉州市博物馆世界多元文化展示中心1楼,,具体收费情况以现场公示为主,
866,晋江市24小时自助图书馆,0%,0,0,0%,,--,海南街798号,,,
867,韩童屋,0%,0,0,0%,,--,旅游公路,,,
868,龙忠堂贡品名茶生态园,0%,0,0,0%,,--,东泽路泉州市商城综合楼5层,,,
869,怡欣画廊,0%,0,0,0%,,--,陈埭镇文化中心,,,
870,艾贝贝童屋,0%,0,0,0%,,0.0,东湖街道温林陵北路448号,,具体收费情况以现场公示为主,
871,印象画廊,0%,0,4,0%,,5.0,山腰中心工业区孵化基地办公大楼,,具体收费情况以现场公示为主,
872,久久艺术中心,0%,0,2,0%,,5.0,新安路384号,,,
873,广新中央城售楼部,0%,0,0,0%,,--,吉安中路37,,,
874,燊达义齿技术有限公司,,,,,,,,,,
875,晨星足球俱乐部,,,,,,,,,,
876,聚福奇石馆,,,,,,,,,,
877,弘艺画廊,,,,,,,,,,
878,宜陶轩艺术馆,,,,,,,,,,
879,英姿形象店,,,,,,,,,,
880,艺美画廊,,,,,,,,,,
881,墨客轩画廊,,,,,,,,,,
882,富紫画廊,,,,,,,,,,
883,ARTE(宝洲街),,,,,,,,,,
884,天舒轩画廊,,,,,,,,,,
885,墨鼎轩书画廊,,,,,,,,,,
886,梁披云先生事迹陈列室,,,,,,,,,,
887,门里博物馆,,,,,,,,,,
888,室内空气净化专家,,,,,,,,,,
889,茶大叔,,,,,,,,,,
890,ROYALICE,,,,,,,,,,
891,KEKE MILKTEA,,,,,,,,,,
892,西坑剧场,,,,,,,,,,
893,小恭冰淇淋批发部,,,,,,,,,,
894,金山社区图书室,,,,,,,,,,
895,仕林剧场,,,,,,,,,,
896,地震勘察台,,,,,,,,,,
897,享交流会所,,,,,,,,,,
898,瞳艺文化,,,,,,,,,,
899,雅轩艺术馆,,,,,,,,,,
900,北京创导福建总代理商,,,,,,,,,,
901,国贸撞球会所,,,,,,,,,,
902,新丽画廊,,,,,,,,,,
903,泉福艺术馆,,,,,,,,,,
904,海外民俗陈列馆,,,,,,,,,,
905,动漫时代网,,,,,,,,,,
906,海族馆,,,,,,,,,,
907,俞大维先生纪念馆,,,,,,,,,,
908,郑韵姣沙画工作室,,,,,,,,,,
909,笆笆莎时尚内衣艺术馆,,,,,,,,,,
910,泉明星足球训练营,,,,,,,,,,
911,泉明星足球训练营(泉州九中教学点),,,,,,,,,,
912,七彩艺文会馆,,,,,,,,,,
913,丰集艺术馆,,,,,,,,,,
914,砌坑革命史陈列室,,,,,,,,,,
915,李五纪念馆,,,,,,,,,,
916,游乐阁鱼具,,,,,,,,,,
917,聚龙美术馆,,,,,,,,,,
918,新时代画廊,,,,,,,,,,
919,植物景区,,,,,,,,,,
920,崇圣书画院,,,,,,,,,,
921,正金门展馆,,,,,,,,,,
922,桑莲居艺术馆,,,,,,,,,,
923,褔璞美术馆,,,,,,,,,,
924,绿雅轩家居植物园,,,,,,,,,,
925,品艺轩画廊,,,,,,,,,,
926,海峡名家书画馆,,,,,,,,,,
927,朝代书画廊,,,,,,,,,,
928,万维生邮票艺术馆,,,,,,,,,,
929,庐思立艺术馆,,,,,,,,,,
930,君瑞3D魔幻艺术体验馆,,,,,,,,,,
931,泉州市文物胜迹陈列馆,,,,,,,,,,
932,水生植物园,,,,,,,,,,
933,优秀空间.文泽艺术馆,,,,,,,,,,
934,众通全国3D奇幻艺术巡回展,,,,,,,,,,
935,泉州市城市建设档案馆,,,,,,,,,,
936,图书馆,,,,,,,,,,
937,南安市图书馆,,,,,,,,,,
938,盛宝第艺术馆,,,,,,,,,,
939,档案馆(档案局店),,,,,,,,,,
940,惠安图书馆,,,,,,,,,,
941,晋江城市展馆,,,,,,,,,,
942,天生画廊,,,,,,,,,,
943,红星生态园,,,,,,,,,,
944,革命烈士林权民纪念馆,,,,,,,,,,
945,泉港植物园,,,,,,,,,,
946,墨龙艺术馆,,,,,,,,,,
947,经典书画廊,,,,,,,,,,
948,惠安革命历史纪念馆,,,,,,,,,,
949,新千年画廊,,,,,,,,,,
950,南建筑博物馆,,,,,,,,,,
951,萧耘阁书画廊,,,,,,,,,,
952,松版屋生态园,,,,,,,,,,
953,泉州房地产档案馆,,,,,,,,,,
954,陈埭诗联书画社,,,,,,,,,,
955,东湖公园动物园,,,,,,,,,,
956,泉州市泉港区博物馆,,,,,,,,,,
957,开先县令詹敦仁纪念馆,,,,,,,,,,
958,好运来画廊,,,,,,,,,,
959,金孔雀艺术馆,,,,,,,,,,
