,景点名称,攻略数量,评分,景区介绍,景点排名,经度,纬度,评论数量,旅游率,图片url,中文名,英文名
737,保安殿Baoan Palace,0,80.0,,,118.183,24.5179,1,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/045de06de144bbe7a2935398d5477686.jpg_r_480x360x95_98842302.jpg,保安殿,BaoanPalace
738,威灵殿Weiling Palace,0,0.0,,,118.1938630204,24.5193850466,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,威灵殿,WeilingPalace
739,坂尾池王府Banweichi Prince Palace,0,0.0,,,118.1279470689,24.4794448524,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,坂尾池王府,BanweichiPrincePalace
740,圣诞祈福之旅主办方,0,0.0,,,118.123,24.5005,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,圣诞祈福之旅主办方,
741,QQ手工坊,0,0.0,,,118.136,24.4937,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,手工坊,QQ
742,财神宫God of Fortune Palace,0,0.0,,,118.137,24.4969,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,财神宫,GodofFortunePalace
743,厦门市信息消费体验厅Xiamen Information Consumption Experience Hall,0,0.0,,,118.096,24.4837,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,厦门市信息消费体验厅,XiamenInformationConsumptionExperienceHall
744,金尚公园Jinshang Park,0,100.0,,,118.1557887504,24.5033481978,6,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/5be113c5340e9b5cc2c2c9780d96535d.jpg_r_480x360x95_6e5e21b8.jpg,金尚公园,JinshangPark
745,母子铜像Bronze Statue of Mother and Son,0,80.0,,,118.1,24.4808,0,0.0,https://flight-feed.qunarzz.com/as3/180/image/poi_vishnu/e4323633-377f-48bc-94f5-b44e1dd770d4.jpg_480x360_0be2137d.jpg_480x360_87d1d130.jpg,母子铜像,BronzeStatueofMotherandSon
746,"台湾财神爷堂God of Fortune Hall, Taiwan",0,0.0,,,118.163,24.4526,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,台湾财神爷堂,GodofFortuneHallTaiwan
747,昊天玉皇宫Haotian Jade Emperor Palace,0,92.0,,,118.1737606499,24.4762630073,4,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/bfbade98a302ad3486d3bce8f6639ca6.jpg_r_480x360x95_a9f7198c.jpg,昊天玉皇宫,HaotianJadeEmperorPalace
748,龙湫亭Longqiu Pavilion,0,96.0,,,118.182175,24.498545,1,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/b951f664429a02a674f71221b64cc8cd.jpg_r_480x360x95_99a708ff.jpg,龙湫亭,LongqiuPavilion
749,天主教堂(临时)Tianzhu Church (linshi),0,0.0,,,118.168,24.4866,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,天主教堂临时,TianzhuChurchlinshi
750,白鹭洲公园东公园Bailuzhou Gongyuan Dong Park,0,92.0,,,118.104,24.4844,3,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,白鹭洲公园东公园,BailuzhouGongyuanDongPark
751,天天哈乐儿童游乐园,0,0.0,,,118.036,24.5705,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,天天哈乐儿童游乐园,
752,Lai-babyLai-baby,0,0.0,,,118.166,24.4814,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,,LaibabyLaibaby
753,"福庆宫Fuqing Palace, Huli District, Xiamen",0,0.0,,,118.1785390962,24.5029755642,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,福庆宫,FuqingPalaceHuliDistrictXiamen
754,涌泉宫Yongquan Palace,0,0.0,,,118.164,24.4481,1,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,涌泉宫,YongquanPalace
755,"安武关帝庙Emperor Guan Temple, Anwu",0,0.0,,,118.095,24.4442,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,安武关帝庙,EmperorGuanTempleAnwu
756,中山公园纪念碑East Gate Monument,0,94.0,,,118.0976507275,24.465860273,1,0.0,https://flight-feed.qunarzz.com/as3/180/image/poi_vishnu/b052810d-8989-405a-919a-bb4a493263ce.jpg_480x360_874294d7.jpg_480x360_f677ecb6.jpg,中山公园纪念碑,EastGateMonument
757,长兴宫Changxing Palace,0,0.0,,,118.108,24.4706,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,长兴宫,ChangxingPalace
758,多浆植物展馆Pulpy Plants Exhibition Hall,0,100.0,,,118.107,24.4556,0,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/b042087763735df5a311fca79775a177.jpg_r_480x360x95_20d020be.jpg,多浆植物展馆,PulpyPlantsExhibitionHall
759,禾济宫Heji Palace,0,0.0,,,118.151,24.4977,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,禾济宫,HejiPalace
760,如意寮Ruyi Dwelling,0,0.0,,,118.102,24.4476,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,如意寮,RuyiDwelling
761,信园,0,0.0,,,118.098,24.4615,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,信园,
762,云塔寺Yunta Temple,0,0.0,,,118.013,24.5029,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,云塔寺,YuntaTemple
763,妈祖宫Mazu Palace,0,0.0,,,118.086615,24.458213,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,妈祖宫,MazuPalace
764,欣奇儿童乐园,0,0.0,,,118.055,24.4976,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,欣奇儿童乐园,
765,地藏殿,0,0.0,,,118.075,24.4487,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,地藏殿,
766,乐羊羊儿童天地,0,0.0,,,118.039,24.4852,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,乐羊羊儿童天地,
767,亭仔庵Tingzai Nunnery,0,0.0,,,118.041,24.4565,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,亭仔庵,TingzaiNunnery
768,奇乐儿(厦门瑞景店),0,0.0,,,118.168,24.4807,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,奇乐儿厦门瑞景店,
769,洪氏祖陵Ancestral Mausoleum of Family Hong,0,0.0,,,118.163,24.486,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,洪氏祖陵,AncestralMausoleumofFamilyHong
770,犁园Liyuan Scenic Area,0,0.0,,,118.114,24.4744,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,犁园,LiyuanScenicArea
771,跳公园Tiao Park,0,0.0,,,118.121,24.4751,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,跳公园,TiaoPark
772,洪坑社万应宫Hongkengshe Wanying Palace,0,0.0,,,118.032,24.4931,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,洪坑社万应宫,HongkengsheWanyingPalace
773,老虎城三楼新食尚文化美食城广场Laohucheng San Lou Xinshishang Wenhua Meishicheng Square,0,100.0,,,118.087,24.4594,0,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/895de65af1548a5610ca0d9b918ff832.jpg_r_480x360x95_dbca51e1.jpg,老虎城三楼新食尚文化美食城广场,LaohuchengSanLouXinshishangWenhuaMeishichengSquare
774,三和宫记摩崖石刻Epigraphy on the Restoration of the Sanhe Taoist Temple,0,94.0,,,118.073752,24.455108,6,0.0,https://flight-feed.qunarzz.com/as3/180/image/poi_vishnu/838321fc-aa62-414d-95a7-8774eca687d5.jpg_480x360_038fe15e.jpg_480x360_f9dcfd01.jpg,三和宫记摩崖石刻,EpigraphyontheRestorationoftheSanheTaoistTemple
775,厦门归侨史迹馆GuiQiao ShiJiGuan,0,0.0,,,118.1535430362,24.7662863006,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,厦门归侨史迹馆,GuiQiaoShiJiGuan
776,厦门王将文化艺术展览馆WangJiang WenHua YiShu ZhanLanGuan,0,0.0,,,118.042765468,24.5038121311,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,厦门王将文化艺术展览馆,WangJiangWenHuaYiShuZhanLanGuan
777,厦门市建设成就展示厅XiaMenShi JianShe ChengJiu ZhanShiTing,0,0.0,,,118.0903733548,24.4683643806,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,厦门市建设成就展示厅,XiaMenShiJianSheChengJiuZhanShiTing
778,海沧区24小时自助图书馆Haicangqu 24 Xiaoshi Zizhu Library,0,0.0,,,118.0067924191,24.5239049188,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,海沧区小时自助图书馆,HaicangquXiaoshiZizhuLibrary
779,五通灯塔足球训练场,0,0.0,,,118.19742175,24.5257592499,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,五通灯塔足球训练场,
780,蔡天安画廊,0,0.0,,,118.092606347,24.4467122463,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,蔡天安画廊,
781,厦门文化婚俗展览馆Xiamen Wenhua Hunsu Exhibition hall (feiwenhuayichan),0,0.0,,,118.0992985398,24.4666863178,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,厦门文化婚俗展览馆,XiamenWenhuaHunsuExhibitionhallfeiwenhuayichan
782,钟山剧场,0,0.0,,,118.0353135004,24.4949827011,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,钟山剧场,
783,华荟极地美术,0,0.0,,,118.1288102363,24.4435902444,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,华荟极地美术,
784,环亚室内设计公司,0,0.0,,,118.0868835032,24.4827563953,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,环亚室内设计公司,
785,东方红画艺,0,0.0,,,118.0415056184,24.5031680119,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,东方红画艺,
786,街区24小时自助图书馆,0,0.0,,,118.202019304,24.4990978383,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,街区小时自助图书馆,
787,厦门图书馆(市政务服务中心分馆)Xiamen Library (shizhengwufuwuzhongxinfenguan),0,0.0,,,118.1661392099,24.5202720377,1,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,厦门图书馆市政务服务中心分馆,XiamenLibraryshizhengwufuwuzhongxinfenguan
788,坂上蓝球场,0,0.0,,,118.152749168,24.5283374993,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,坂上蓝球场,
789,东山蓝球场,0,0.0,,,118.118085282,24.6136854122,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,东山蓝球场,
790,童画少儿美术馆,0,0.0,,,118.0505438039,24.5713271078,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,童画少儿美术馆,
791,多福居船木艺术馆,0,0.0,,,118.1597970425,24.4513410404,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,多福居船木艺术馆,
792,随安古美术馆Sui'angu Art Gallery,0,92.0,,,118.1037286145,24.4855106671,5,0.0,https://flight-feed.qunarzz.com/as3/180/image/poi_vishnu/4992d7a0-3eb4-44b9-a026-f842f3ecefbf.jpg_480x360_64064e33.jpg_480x360_635c82a6.jpg,随安古美术馆,SuianguArtGallery
793,厦门市园建园林有限公司,0,0.0,,,118.1677835683,24.5352420516,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,厦门市园建园林有限公司,
794,集美区24小时自助图书馆(霞梧路)Jimeiqu 24 Xiaoshi Zizhu Library (xiawulu),0,0.0,,,118.1116540024,24.6000944314,0,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/d46bb610639463a8aa52fa1c1f7f5f03.jpg_r_480x360x95_0931a0aa.jpg,集美区小时自助图书馆霞梧路,JimeiquXiaoshiZizhuLibraryxiawulu
795,纺织社区书院,0,0.0,,,118.0541788823,24.5730920741,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,纺织社区书院,
796,思明区24小时自助图书馆,0,0.0,,,118.0785245522,24.4522406328,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,思明区小时自助图书馆,
797,集美区24小时自助图书馆,0,0.0,,,118.034860334,24.6508849229,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,集美区小时自助图书馆,
798,明德英文图书馆,0,0.0,,,118.114398393,24.4750814992,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,明德英文图书馆,
799,集美区24小时自助图书馆(九天湖路)Jimeiqu 24 Xiaoshi Zizhu Library (jiutianhulu),0,0.0,,,118.0546293305,24.6002408211,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,集美区小时自助图书馆九天湖路,JimeiquXiaoshiZizhuLibraryjiutianhulu
800,湖里区24小时自助图书馆,0,0.0,,,118.1351680253,24.5060261575,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,湖里区小时自助图书馆,
801,下坂戏剧场,0,0.0,,,118.2556522996,24.6525081525,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,下坂戏剧场,
802,圣格尔画廊,0,0.0,,,118.0315151685,24.4922657393,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,圣格尔画廊,
803,阿兰诺画廊,0,0.0,,,118.0316898956,24.4942697623,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,阿兰诺画廊,
804,添彩画廊,0,0.0,,,118.1115734233,24.5730696261,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,添彩画廊,
805,思明区24小时自助图书馆,0,0.0,,,118.0944260926,24.4598773082,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,思明区小时自助图书馆,
806,少儿图书馆前埔北区分馆Qianpu North Branch of Children's Library,0,0.0,,,118.1791767134,24.4801345874,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,少儿图书馆前埔北区分馆,QianpuNorthBranchofChildrensLibrary
807,湖里区24小时自助图书馆Huli 24-hour Self-service Library,0,80.0,,,118.1566993803,24.499653098,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,湖里区小时自助图书馆,HulihourSelfserviceLibrary
808,无界限青少年剧场(思明剧场),0,0.0,,,118.0947909774,24.4650141027,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,无界限青少年剧场思明剧场,
809,印象五号·石文化艺术馆,0,0.0,,,118.180260414,24.5295188785,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,印象五号石文化艺术馆,
810,径美画廊,0,0.0,,,118.0389735295,24.5033068397,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,径美画廊,
811,臻品艺术馆Zhenpin Art Museum,0,0.0,,,118.1327006958,24.5119976395,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,臻品艺术馆,ZhenpinArtMuseum
812,祥风画廊,0,0.0,,,118.040378519,24.5037237036,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,祥风画廊,
813,支点画廊,0,0.0,,,118.0406247478,24.5038903023,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,支点画廊,
814,彩艺空间画廊,0,0.0,,,118.0315339312,24.4922572869,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,彩艺空间画廊,
815,湖里区24小时自助图书馆Huliqu 24 Xiaoshi Zizhu Library,0,0.0,,,118.1681089292,24.5361944994,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,湖里区小时自助图书馆,HuliquXiaoshiZizhuLibrary
816,哲福画廊,0,0.0,,,118.0383173102,24.5023842334,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,哲福画廊,
817,吉萃画廊,0,0.0,,,118.1318459319,24.5119968338,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,吉萃画廊,
818,永良奇石馆,0,0.0,,,118.0938773129,24.4993211791,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,永良奇石馆,
819,客家缘球场(小炒店),0,0.0,,,118.195133592,24.4903667539,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,客家缘球场小炒店,
820,木子李画廊,0,0.0,,,118.0395447209,24.5031254177,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,木子李画廊,
821,曾美莲画廊,0,0.0,,,118.0303582134,24.4916554058,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,曾美莲画廊,
822,浙西画廊,0,0.0,,,118.0309720973,24.4918214008,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,浙西画廊,
823,高远艺术馆,0,0.0,,,118.1332921398,24.5114181493,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,高远艺术馆,
824,壹笔画廊,0,0.0,,,118.1329722859,24.5119943269,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,壹笔画廊,
825,中国思健蜂主题健康科技馆Sijian Bee Theme Health Science and Technology Museum of China,0,0.0,,,117.9629570466,24.5274441842,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,中国思健蜂主题健康科技馆,SijianBeeThemeHealthScienceandTechnologyMuseumofChina
826,扎克仪器技术有限公司,0,0.0,,,118.1498693519,24.5343874145,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,扎克仪器技术有限公司,
827,渊轩画廊,0,0.0,,,118.0397467296,24.5031192474,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,渊轩画廊,
828,千江月画廊,0,0.0,,,118.0305527538,24.4918929546,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,千江月画廊,
829,柒宝斋,0,0.0,,,118.1766141774,24.5414729972,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,柒宝斋,
830,豪凯鑫画廊,0,0.0,,,118.1363080047,24.5103558874,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,豪凯鑫画廊,
831,奕金画廊,0,0.0,,,118.0385340114,24.5023292056,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,奕金画廊,
832,泉舜艺术馆,0,0.0,,,118.0592789926,24.4958933713,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,泉舜艺术馆,
833,厦门灵玲动物王国Xiamen Lingling Animal Kingdom,0,90.0,,,118.054744,24.595537,12,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,厦门灵玲动物王国,XiamenLinglingAnimalKingdom
834,优尔美画廊,0,0.0,,,118.0322682049,24.4938149944,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,优尔美画廊,
835,博古性文化馆Bogu Sex Culture Museum,0,0.0,,,118.1331555274,24.4321449189,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,博古性文化馆,BoguSexCultureMuseum
836,蒋伯伯,0,0.0,,,118.14315034,24.5256338425,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,蒋伯伯,
837,马士基,0,0.0,,,118.025744469,24.5828664723,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,马士基,
838,上街上饮,0,0.0,,,118.122935129,24.4766662334,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,上街上饮,
839,球场会馆餐厅,0,0.0,,,118.056164642,24.5342458955,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,球场会馆餐厅,
840,爱家生活馆,0,0.0,,,118.133481343,24.5067243022,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,爱家生活馆,
841,厦门图书馆(五通分馆)Xiamen Library (wutongfenguan),0,0.0,,,118.1930020394,24.5206990323,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,厦门图书馆五通分馆,XiamenLibrarywutongfenguan
842,来厦员工图书馆,0,0.0,,,118.119303167,24.5222675589,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,来厦员工图书馆,
843,厦门图书馆(灌口分馆)Xiamen Library (guankoufenguan),0,0.0,,,117.9994101766,24.6079249339,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,厦门图书馆灌口分馆,XiamenLibraryguankoufenguan
844,少儿英语培训-原版美国教材,0,0.0,,,118.11400637,24.5906627578,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,少儿英语培训原版美国教材,
845,伯雅书画展览馆,0,0.0,,,118.0935735329,24.4635738887,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,伯雅书画展览馆,
