sid,景点名称,攻略数量,评分,景区介绍,景点排名,经度,纬度,评论数量,旅游率,图片url,经纬度
711808,金堂云顶山风景区,1,84.0,不错的登山休闲之地，非常的清幽，山上还有千年古寺可以祈福。,49.0,104.494004,30.742917,92,0.0,https://img1.qunarzz.com/travel/d5/1511/62/246bd0520ef19ef7.jpg_r_480x360x95_e828b6a4.jpg,[104.494004  30.742917]
709837,悦来古镇,1,82.0,安静祥和的川西古镇，也是通往众多景点的要道。,5.0,103.455111,30.625214,56,0.0,https://img1.qunarzz.com/travel/poi/1803/1d/80c9e21e2770437.jpg_r_480x360x95_0177b35b.jpg,[103.455111  30.625214]
37164388,鹿野花塔,0,96.0,,,103.786125,31.123543,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[103.786125  31.123543]
32763153,斜源镇,0,88.0,,,103.3456645493,30.6246228174,5,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-space/img/73e1250edbad2d6536465ae992724245.jpg_r_480x360x95_d7ef85c6.jpg,[103.34566455  30.62462282]
23031726,香草湖湿地公园,0,88.0,,,103.965884,30.844136,5,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/ba66edbd83e921febfaf8fab9f4a2fe2.jpg_r_480x360x95_58e723fb.jpg,[103.965884  30.844136]
9193018,白鹿中法传统风情小镇,0,100.0,法式风情小镇为特色的古镇式旅游景点，除了法式风情外，还因为是地震重建的典范项目而闻名。,40.0,103.920704,31.210039,1,0.0,https://img1.qunarzz.com/travel/d1/1707/10/8aa1c77c17588ab5.jpg_r_480x360x95_dbe303b7.jpg,[103.920704  31.210039]
32774022,青龙湖湿地公园,0,74.0,,,104.1991402305,30.6457893118,4,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/780ee02137ee92099abba69ef40771fb.jpg_r_480x360x95_7df9724c.jpg,[104.19914023  30.64578931]
7523899,东郊记忆,82,90.0,工业区改建的景区，文艺青年的最爱，还有李宇春名人的手模墙。,24.0,104.1296,30.674722,455,0.01,https://img1.qunarzz.com/travel/d8/1706/5a/f7e9d22265bfa4b5.jpg_r_480x360x95_4d11423d.jpg,[104.1296    30.674722]
7476928,元通古镇,2,90.0,,4.0,103.6317563177,30.7392080743,111,0.0,https://mp-piao-admincp.qunarzz.com/mp_piao_admin_mp_piao_admin/fusion/20222/39ac908d22119b606acf67c6908aa7de.jpg_r_480x360x95_0d373837.jpg,[103.63175632  30.73920807]
5942429,芦沟竹海,2,78.0,消暑度假的好地方，适合全家出游。,4.0,103.302372,30.377158,72,0.0,https://img1.qunarzz.com/travel/poi/1803/f4/f85cb32142a22437.jpg_r_480x360x95_cc0f93b6.jpg,[103.302372  30.377158]
38961938,香樟坪,0,0.0,,,103.679034,31.165971,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[103.679034  31.165971]
20972460,兴隆湖湿地公园,0,90.0,,,104.099094,30.405278,21,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-mapi/img/c18b4773966779da70eff95de42f4b8d.jpg_r_480x360x95_4dac7183.jpg,[104.099094  30.405278]
8595107,石经寺,1,86.0,,145.0,104.354612,30.508108,34,0.0,https://img1.qunarzz.com/travel/d0/1709/25/39c8140e88f945b5.jpg_r_480x360x95_56b25a2e.jpg,[104.354612  30.508108]
7467896,中国泰迪熊博物馆,3,84.0,全球最大的泰迪熊博物馆，处处都有泰迪熊可爱的身影。,11.0,103.804057,30.643965,542,0.0,https://img1.qunarzz.com/travel/d5/1508/4a/48bc2bb0cd4382.jpg_r_480x360x95_ef27bff8.jpg,[103.804057  30.643965]
5942222,老君阁,4,92.0,位于青城山第一峰绝顶上，可以远眺岷江和天府平川的美景。,30.0,103.567074,30.914196,149,0.0,https://img1.qunarzz.com/piao/fusion/2105/c8/f213c92432522902.jpg_r_480x360x95_0e6fe873.jpg,[103.567074  30.914196]
7646971,天府熊猫塔,4,90.0,,132.0,104.100722,30.667395,286,0.0,https://img1.qunarzz.com/piao/fusion/2010/e2/fb265cb953ebe902.jpg_r_480x360x95_dcf500dd.jpg,[104.100722  30.667395]
7645399,白鹿中法风情小镇,2,80.0,充满法式风情的小镇，体验异域风情的好去处。,65.0,103.9205420592,31.2106034042,185,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-mapi/img/731aff757b6c777335d39d7830c6e2b9.jpg_r_480x360x95_edf8e9ec.jpg,[103.92054206  31.2106034 ]
7468881,西岭峡谷漂流,0,88.0,,131.0,103.263086,30.68146,15,0.0,https://img1.qunarzz.com/travel/poi/1408/26/b10d43bd7a692fbaffffffffc8d65eac.jpg_r_480x360x95_4c575c5a.jpg,[103.263086  30.68146 ]
38939323,云顶水乡旅游度假区,0,88.0,,,103.441957,30.166082,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[103.441957  30.166082]
36451825,奇彩乐园,0,66.0,,,103.867639,30.457488,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[103.867639  30.457488]
35216695,世界之窗,0,0.0,,,104.0363304077,30.6871876486,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[104.03633041  30.68718765]
35214162,大溪谷旅游度假区,0,0.0,,,103.520089,30.188203,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[103.520089  30.188203]
35198301,葛仙山,0,66.0,,,103.952833,31.179563,1,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[103.952833  31.179563]
18713459,大邑雾山,0,96.0,,,103.365597,30.695062,3,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/dd5a0db40319f33f272da81832576a79.jpg_r_480x360x95_f226f1c7.jpg,[103.365597  30.695062]
10024335,漫花庄园,1,88.0,有种类繁多的鲜花，适合摄影爱好者。,526.0,104.147245,30.768026,158,0.0,https://tr-osdcp.qunarzz.com/tr-osd-vs-dapp-ugc/img/ef9295fc3f43c8eb4b9cfd787b164f3a.jpg_r_480x360x95_f7c671b5.jpg,[104.147245  30.768026]
9784596,小九寨,1,0.0,小九寨有三湾十二里水路，集中了山泉叠溪、浅滩深涧和潭海暗河等水景，水中时有彩鱼游弋，还有珍稀的大鲵(娃娃鱼)出没。,9.0,103.123966,30.273671,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[103.123966  30.273671]
9770338,鹤鸣茶社,21,92.0,鹤鸣茶社在旧时的成都久负盛名，茶社前为人工湖，后面由金河入湖的溪水环流，环境十分幽静。,207.0,104.064999,30.66297,10,0.0,https://img1.qunarzz.com/travel/d8/1801/b9/fc411509dfdd4b5.jpg_r_480x360x95_83f0e7cf.jpg,[104.064999  30.66297 ]
9208671,日月坪,6,92.0,在这里可以遥望峨眉山、贡嘎山等一些著名的高山。,2.0,103.175399,30.698681,130,0.0,https://img1.qunarzz.com/travel/d0/1608/8b/2b143fac20abe2b5.jpg_r_480x360x95_5cb7c269.jpg,[103.175399  30.698681]
9195565,罨画池,1,90.0,,20.0,103.680943,30.633588,107,0.0,https://mp-commentcp.qunarzz.com/mp_comment_mp_comment/1558119759339100w13000000v7gn49C15_D_640_10000.jpg_r_480x360x95_6b37837f.jpg,[103.680943  30.633588]
7477136,丹景山,1,82.0,登山赏景、锻炼身体的不错选择。,262.0,103.840218,31.086128,131,0.0,https://img1.qunarzz.com/piao/fusion/2104/d2/3dc1fcbbe4aa9002.jpg_r_480x360x95_27881966.jpg,[103.840218  31.086128]
709450,青羊宫,100,88.0,成都现存最古老的道观，敬香祈福，感受玄妙的道家气息。,12.0,104.047565,30.666364,927,0.23,https://img1.qunarzz.com/travel/d4/1704/19/51fe624bef0541b5.jpg_r_480x360x95_e8f6518d.jpg,[104.047565  30.666364]
714729,离堆公园,3,90.0,都江堰景区的入口，有伏龙观和都江堰博物馆等景点。,6.0,103.619894,31.002529,300,0.01,https://img1.qunarzz.com/travel/d7/1507/74/28fe65dd4e1106.jpg_r_480x360x95_51c63dc4.jpg,[103.619894  31.002529]
705269,刘氏庄园博物馆,1,92.0,国内保存最完好的地主庄园，庄内文物和泥塑“收租院”值得一看。,3.0,103.632788,30.510271,552,0.0,https://img1.qunarzz.com/travel/d3/1707/e6/04898abc06b803b5.jpg_r_480x360x95_7f53de32.jpg,[103.632788  30.510271]
715161,大慈寺,98,90.0,闹市区的古寺，有1600年的历史，玄奘法师在这里受戒、讲学。,42.0,104.0903454139,30.6600614331,402,0.01,https://img1.qunarzz.com/travel/d8/1607/78/e1bd81e92ce8f19a.jpg_r_480x360x95_3d90a434.jpg,[104.09034541  30.66006143]
707323,彭州龙门山地震遗址公园,2,86.0,,163.0,103.774918,31.190771,35,0.0,https://img1.qunarzz.com/travel/d2/201212/12/f0cd6605b1d7e6afddb12cfb.jpg_r_480x360x95_eb057e9e.jpg,[103.774918  31.190771]
715375,四川建川博物馆聚落,1,94.0,国内最大的民间博物馆群，以抗战系列闻名，各展馆建筑风格各异。,2.0,103.625958,30.505602,430,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-space/img/bdb0349679ec942f351044772b37e56c.jpg_r_480x360x95_45652c49.jpg,[103.625958  30.505602]
7484947,成都创意仓库,19,88.0,,22.0,104.105089,30.65272,116,0.0,https://img1.qunarzz.com/travel/poi/1410/21/ce745e8ab18c5b83ffffffffc8d65eac.jpg_r_480x360x95_03497c76.jpg,[104.105089  30.65272 ]
710687,灵岩寺,3,82.0,,52.0,103.620525,31.032282,12,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/1b659868386643082dbe5c90b3bbf893.jpg_r_480x360x95_b5402852.jpg,[103.620525  31.032282]
702454,九峰山风景名胜区,2,88.0,驴友徒步的好地方，日出非常壮丽。,30.0,103.8896767545,31.3811928437,65,0.0,https://img1.qunarzz.com/travel/d9/1602/be/acdbb4c99776d9f7.jpg_r_480x360x95_c1bd06c5.jpg,[103.88967675  31.38119284]
704478,光严禅院,1,88.0,,6.0,103.5325233383,30.8198204041,9,0.0,https://img1.qunarzz.com/travel/poi/1803/64/468809b2c83b437.jpg_r_480x360x95_1fc8f9b2.jpg,[103.53252334  30.8198204 ]
7477081,三道堰,1,86.0,一座历史悠久的西蜀古镇，拥有独特的建筑风格。,1.0,103.9197229964,30.8733433295,147,0.0,https://mp-commentcp.qunarzz.com/mp_comment_mp_comment/1563305453934100k16000000zwvppC2B1_D_640_10000.jpg_r_480x360x95_338757ea.jpg,[103.919723    30.87334333]
7476924,西来古镇,1,78.0,,4.0,103.516968,30.306246,48,0.0,https://img1.qunarzz.com/travel/d9/1610/bd/2476b411be8e82b5.jpg_r_480x360x95_333b2653.jpg,[103.516968  30.306246]
38909925,龙门山柒村,0,0.0,,,103.795087,31.114472,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[103.795087  31.114472]
38018850,街子悠游岛,0,74.0,,,103.565753,30.812585,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[103.565753  30.812585]
38016852,洛带博客楼,0,100.0,,,104.336037,30.640831,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[104.336037  30.640831]
36410380,客家杏林生态公园,0,0.0,,,104.3738857456,30.7208184766,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[104.37388575  30.72081848]
36048094,永安湖城市森林公园,0,90.0,,,103.984017,30.432023,1,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[103.984017  30.432023]
34276176,都江堰西街,0,88.0,,,103.6211355305,31.0037881927,0,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/881021cbff564a7ac908aa7b495f8c6a.jpg_r_480x360x95_39b278a8.jpg,[103.62113553  31.00378819]
23344346,西村大院,0,96.0,,,104.010066,30.676017,13,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-space/img/11e65ed3f57d11431a32695b14b57718.jpg_r_480x360x95_463e1687.jpg,[104.010066  30.676017]
23344095,鸳鸯楼,0,64.0,,,104.091751,30.642192,36,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-space/img/d1710f4357453b52ae743312b91cb1e2.jpg_r_480x360x95_c0a5d937.jpg,[104.091751  30.642192]
23010950,天府芙蓉园,0,84.0,,,103.991636,30.598505,11,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/3353973cdaaebb75f6c549d4d4bc73f9.jpg_r_480x360x95_88756ad2.jpg,[103.991636  30.598505]
20034794,根据地彩弹真人,0,0.0,,,104.355,30.7245,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[104.355   30.7245]
20018656,羊马湿地公园,0,56.0,,,103.769,30.6399,1,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/6deae9b7d51e5e48f9658b59bf11740d.jpg_r_480x360x95_551da93b.jpg,[103.769   30.6399]
10019083,花楸山,0,86.0,,31.0,103.298206,30.396727,3,0.0,https://img1.qunarzz.com/travel/poi/1712/e5/0a1719ef215c7437.jpg_r_480x360x95_355e657a.jpg,[103.298206  30.396727]
10004902,虹口自然保护区,2,90.0,有高山峡谷，森林瀑布，是成都人避暑漂流、休闲打麻将的地方。,88.0,103.717675,31.266987,75,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/3d0cf17d1f0712936c372770b68351ea.jpg_r_480x360x95_a1513d32.jpg,[103.717675  31.266987]
9771556,大熊猫月亮产房,2,100.0,大熊猫月亮产房位于大熊猫繁育核心区内，是大熊猫怀孕待产及初生小熊猫、幼年小熊猫生活的地方，这里被誉为大熊猫的幼稚园。,603.0,104.145686,30.745477,2,0.0,https://img1.qunarzz.com/travel/d5/1808/ad/3f2cc1e897cc69b5.jpg_r_480x360x95_60d846ce.jpg,[104.145686  30.745477]
9475830,凤凰山公园,0,88.0,,280.0,104.08834,30.743444,69,0.0,https://img1.qunarzz.com/travel/poi/1607/94/2f2f665a65adfddb.jpg_r_480x360x95_0530ecb1.jpg,[104.08834   30.743444]
9479080,知识公园,0,0.0,,694.0,103.8922597951,30.7971040788,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[103.8922598   30.79710408]
702448,百花潭公园,7,92.0,成都最古老的公园之一，园中还有巴金的故居。,73.0,104.050053,30.662354,204,0.03,https://img1.qunarzz.com/travel/d5/1611/f3/fd1c6c0d59c22cb5.jpg_r_480x360x95_696575e3.jpg,[104.050053  30.662354]
719914,宝瓶口,6,92.0,宝瓶口是人工挖掘的一个水渠，是控制内江进水量的关键。,17.0,103.619402,31.004263,175,0.02,https://img1.qunarzz.com/travel/d2/201212/12/b0159712f3764cf5ddb12cfb.jpg_r_480x360x95_6d1dfa09.jpg,[103.619402  31.004263]
716751,天师洞,3,88.0,据说天师道的创始人——张道陵，曾经在这里修炼布道。,13.0,103.567207,30.90844,138,0.0,https://img1.qunarzz.com/travel/d9/1607/68/7fa142518363e09a.jpg_r_480x360x95_37970395.jpg,[103.567207  30.90844 ]
5219376,兰桂坊成都,20,92.0,成都夜生活的一个地标区域，充满国际范的酒吧街。。,8.0,104.092438,30.651103,108,0.01,https://img1.qunarzz.com/travel/d5/1703/da/ae6ea983e3e25cb5.jpg_r_480x360x95_4a83d985.jpg,[104.092438  30.651103]
707427,白塔湖,2,80.0,,5.0,103.590531,30.673301,36,0.0,https://mp-commentcp.qunarzz.com/mp_comment_mp_comment/1559676783509100215000000xfbuvE74C_D_640_10000.jpg_r_480x360x95_f22cdc03.jpg,[103.590531  30.673301]
702824,白水河自然保护区,1,88.0,,7.0,103.868822,31.30784,7,0.0,https://img1.qunarzz.com/travel/poi/1803/6b/33936bd4a8c95b37.jpg_r_480x360x95_f18fa122.jpg,[103.868822  31.30784 ]
5942211,百丈桥,1,92.0,蜿蜒百米的木桥，桥下清澈的流水，头上绿荫遮日，避暑的好地方。,29.0,103.488338,30.939359,22,0.0,https://img1.qunarzz.com/travel/poi/201407/10/af8ef8f6ff7b94bcc8d65eac.jpg_r_480x360x95_a1658c99.jpg,[103.488338  30.939359]
721086,十八里香草沟,3,60.0,,11.0,103.104801,30.264228,2,0.0,https://img1.qunarzz.com/travel/poi/1803/81/caa0131965672437.jpg_r_480x360x95_943eab14.jpg,[103.104801  30.264228]
7477122,张飞营,0,80.0,张飞营位于简阳武庙烂田村和团堡村之间，与双流县太平镇交界，属龙泉山脉。四周是岩，仅有一条小路上山，山顶地势平坦。,208.0,104.233818,30.403613,1,0.0,https://img1.qunarzz.com/travel/poi/1409/28/b52208782af490f5ffffffffc8d65eac.jpg_r_480x360x95_7588ceca.jpg,[104.233818  30.403613]
7523975,玉垒阁,1,90.0,,48.0,103.621079,31.007552,560,0.0,https://img1.qunarzz.com/travel/d8/1703/e2/1741cfb4b7bd29b5.jpg_r_480x360x95_20e7400b.jpg,[103.621079  31.007552]
7475999,平沙落雁文化商业区,0,86.0,“平沙落雁”文化商业区位于邛崃市平乐古镇核心区，占地30亩，建筑面积11000平方米，由三条老式街道及8个院落群组成，采用古老的建筑手法，保存了川西古镇原始风貌。街区内现有主题酒吧、特色茶坊、咖啡西餐屋、中餐酒楼、风情客栈、手工艺品、特色…,14.0,103.343013,30.352925,3,0.0,https://img1.qunarzz.com/travel/poi/1409/18/a4f8fe32e298d5c1ffffffffc8d65eac.jpg_r_480x360x95_0bf054b0.jpg,[103.343013  30.352925]
7475891,月城湖,2,86.0,青城山脚下的湖泊，景色清幽，还能坐游船游湖。,1.0,103.574915,30.90741,68,0.0,https://img1.qunarzz.com/travel/d4/1707/28/5d3f7feb32a02bb5.jpg_r_480x360x95_b4afe0ca.jpg,[103.574915  30.90741 ]
38937034,木育森林成都万象城店,0,0.0,,,104.122506,30.653344,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[104.122506  30.653344]
38807412,天台山,0,80.0,,,103.862798,31.246109,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[103.862798  31.246109]
38159444,东安湖公园,0,86.0,,,104.23172,30.597356,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[104.23172   30.597356]
35896358,五岔子大桥,0,92.0,,,104.0887656782,30.5647766267,6,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/f80dbb5b56d5a73577d4601a80a17e3a.jpg_r_480x360x95_2c97dc07.jpg,[104.08876568  30.56477663]
35215688,七彩田园,0,0.0,,,104.132591,30.335328,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[104.132591  30.335328]
35214020,龙泉仰天窝,0,80.0,,,104.2883152642,30.558680775,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[104.28831526  30.55868077]
35198197,麓湖生态城,0,70.0,,,104.07070813,30.4693202547,1,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[104.07070813  30.46932025]
35198132,杜甫草堂博物馆,0,96.0,,,104.034848,30.666397,6,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/b5784956ee86764fc4d90783a5008dee.jpg_r_480x360x95_7a912336.jpg,[104.034848  30.666397]
33221893,五星村,0,96.0,,,103.6256406688,30.6149721814,1,0.0,https://tr-osdcp.qunarzz.com/tr-osd-vs-dapp-ugc/img/d4ba144882c22f4cce0c7ca94274a750.jpeg_r_480x360x95_2753375f.jpeg,[103.62564067  30.61497218]
29462543,鲁家滩湿地公园,0,88.0,,,103.7815997977,30.6960826833,9,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/3b7605a71596f95e68260c6fcb39ff21.jpg_r_480x360x95_270b5a01.jpg,[103.7815998   30.69608268]
18718655,小公园,0,96.0,,,103.978018,30.677806,5,0.0,https://img1.qunarzz.com/travel/poi/1803/5c/be308c91e5ada237.jpg_r_480x360x95_f11ca155.jpg,[103.978018  30.677806]
10032041,双泉水帘,0,92.0,,69.0,103.492052,30.950164,4,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/d53e584195fd0b59e8e02b57d4671b4b.jpg_r_480x360x95_d45fe688.jpg,[103.492052  30.950164]
10022346,黄龙溪蝴蝶迎新主题园,0,84.0,,3.0,103.9769078251,30.3240947723,20,0.0,https://img1.qunarzz.com/piao/fusion/2107/2c/5b91a90da3e2d902.jpg_r_480x360x95_f157f257.jpg,[103.97690783  30.32409477]
10019076,文井江,0,100.0,,9.0,103.41922,30.771208,2,0.0,https://img1.qunarzz.com/travel/poi/1712/c4/49d502e4ff9c5d37.jpg_r_480x360x95_0c30ece6.jpg,[103.41922   30.771208]
9482210,新津老码头古镇,0,80.0,,12.0,103.8096771485,30.4054698987,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[103.80967715  30.4054699 ]
9479047,太阳湾风景区,0,70.0,原始的自然景观，野生动物遍布。,22.0,103.78806,31.242962,29,0.0,https://img1.qunarzz.com/p/tts6/1801/21/ff869a0780654202.jpg_r_480x360x95_ea4c1287.jpg,[103.78806   31.242962]
9475821,大源中央公园,0,94.0,,793.0,104.055624,30.555172,30,0.0,https://flight-feed.qunarzz.com/as3/288/image/poi_vishnu/89d05614-9fdf-4e6c-b60c-eb7824bca18d.jpg_480x360_7596276e.jpg_480x360_9eb9f226.jpg,[104.055624  30.555172]
7647567,成都国际非物质文化遗产博览园,1,84.0,国内首个“非遗文化”园区，汇聚了世界各地的非遗文化。,219.0,103.9365506386,30.6745015191,98,0.0,https://mp-piao-admincp.qunarzz.com/mp_piao_admin_mp_piao_admin/fusion/20209/69503f4bf6cd3e77e1fdf4df12169341.jpg_r_480x360x95_d0249ce1.jpg,[103.93655064  30.67450152]
7528111,成都市文化公园,9,90.0,,48.0,104.049488,30.666781,122,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-mapi/img/403dbcd8f05ccce8579e8b876646f178.jpg_r_480x360x95_178fb681.jpg,[104.049488  30.666781]
36409971,中和湿地公园,0,70.0,,,104.0926254275,30.5722950185,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[104.09262543  30.57229502]
5475471,文殊坊,27,90.0,,21.0,104.0798258685,30.6789214127,214,0.05,https://img1.qunarzz.com/travel/d1/1702/e8/4ea8d8cb908394b5.jpg_r_480x360x95_67975e03.jpg,[104.07982587  30.67892141]
718083,二王庙,5,88.0,纪念都江堰工程的开凿者——李冰父子的祀庙，背山面水，环境幽静。,36.0,103.616882,31.012152,303,0.01,https://img1.qunarzz.com/piao/fusion/2107/23/70a9214233545b02.jpg_r_480x360x95_a439d4e5.jpg,[103.616882  31.012152]
5186623,琴台故径,13,86.0,,103.0,104.053398,30.668842,399,0.02,https://img1.qunarzz.com/travel/d7/1501/20/298ff2b44681e9.jpg_r_480x360x95_2f572e74.jpg,[104.053398  30.668842]
720538,安澜索桥,6,92.0,横跨在都江堰内江和外江的分水处，走在桥面上，摇摇晃晃很刺激。,43.0,103.61475,31.011383,514,0.01,https://img1.qunarzz.com/travel/d7/1803/6b/958c7085faa706b5.jpg_r_480x360x95_18262f81.jpg,[103.61475   31.011383]
715437,玉垒山公园,5,88.0,公园内树木茂盛，还有一段明代的古城墙，是当地人晨练的地方。,23.0,103.621596,31.006127,120,0.0,https://img1.qunarzz.com/travel/d7/1804/9b/b9d7a5fdd36c8b5.jpg_r_480x360x95_54c9d780.jpg,[103.621596  31.006127]
708122,郫县古城遗址,1,88.0,,2.0,103.932285,30.907552,36,0.0,https://img1.qunarzz.com/travel/d2/201212/12/fe493991bcd2947fddb12cfb.jpg_r_480x360x95_4d3cedf8.jpg,[103.932285  30.907552]
710351,龙泉,8,94.0,位于成都市东部龙尔山上，是1984年以来新开辟的市级风景名胜区。包括花果山、百工堰、龙泉湖、石径寺等景区景点。,58.0,104.2805758516,30.5631206247,14,0.0,https://img1.qunarzz.com/travel/d5/1611/cd/41953d9ec47c3fb5.jpg_r_480x360x95_8e0e5c0e.jpg,[104.28057585  30.56312062]
702012,成都植物园,4,88.0,有许多植物和中外珍稀树种，休闲放松的好去处。,226.0,104.135259,30.771388,298,0.0,https://img1.qunarzz.com/travel/d2/1603/62/59942fd7cfceb8f7.jpg_r_480x360x95_c6b6a26e.jpg,[104.135259  30.771388]
719606,圆明宫,1,92.0,始建于明代万历年间的道观，观内供奉着圆明道母天尊。,41.0,103.577062,30.919264,19,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/0ede5dcf975faf2b61d8e9a9100cea31.jpg_r_480x360x95_79ccce80.jpg,[103.577062  30.919264]
7468872,花舞人间,1,90.0,园内有大量的花卉，是赏花休闲的好地方，还能参加亲子采摘活动。,1.0,103.804054,30.395208,684,0.0,https://img1.qunarzz.com/travel/d6/1704/b0/d44a50f8fde35eb5.jpg_r_480x360x95_7b947960.jpg,[103.804054  30.395208]
7587234,世纪城新国际会展中心,2,90.0,成都世纪城新国际会展中心西临人民南路延线天府大道，北靠外环线，东面有蜿蜒而来的锦江河水，北侧紧临世纪公园，东部及西部为河滨绿地。,83.0,104.08049,30.565796,12,0.0,https://img1.qunarzz.com/travel/d5/1705/e9/fac600e8cd53b2b5.jpg_r_480x360x95_308f3bdf.jpg,[104.08049   30.565796]
7476909,百工堰公园,1,86.0,蓉城第一湖，来这里划船游山，再去农家乐吃吃烧烤。,237.0,104.305632,30.575602,62,0.0,https://img1.qunarzz.com/travel/poi/1409/24/d48855f860afbefaffffffffc8d65eac.jpg_r_480x360x95_5c158dde.jpg,[104.305632  30.575602]
5850261,成都蜀锦织绣博物馆,1,90.0,国内唯一一家保存有全套蜀锦手工制作工艺的场馆。,110.0,104.043405,30.663515,84,0.0,https://img1.qunarzz.com/travel/d5/1409/25/89ca750535b7f436ffffffffc8d65eac.jpg_r_480x360x95_3f8f1d08.jpg,[104.043405  30.663515]
5942207,五龙沟,1,92.0,,28.0,103.487695,30.921875,11,0.0,https://img1.qunarzz.com/travel/poi/201407/10/19ac8c0cebfb07bfc8d65eac.jpg_r_480x360x95_1f98d08a.jpg,[103.487695  30.921875]
7568480,爱情斑马线,5,88.0,,17.0,104.090262119,30.6487102509,20,0.0,https://img1.qunarzz.com/travel/poi/1412/58/5841ec4a4c9164e6cdb.jpg_r_480x360x95_ba73b617.jpg,[104.09026212  30.64871025]
