,中文名,景点排名,攻略数量,评论数量,旅游率,景区介绍,评分,地址,开放时间,门票,价格
1627,草庵寺,18,1,362,3%,该桥是中古时代世界最长的梁式石桥，也是我国现存最长的海港大石桥，有“天下无桥长此桥”之誉。,4.6,晋江市安海镇兴安路3号,全年 9:00-18:00,免费,
1628,李光地故居,157,2,38,1%,,4.1,泉州市鲤城区南门天后宫正对面德济门遗址(近李贽故居),全年 全天开放,免费,
1629,石狮城隍庙,50,1,1,0%,位于福建省金门县金城镇的水头村，由于滨海之故，一直饱受盗匪的侵扰，为了捍卫家园，远赴他乡经商有成的华侨们，纷纷斥资构筑拥有防御自卫能力的枪楼。,0.0,泉州市金门县金城镇的水头村,全天,免费,
1630,围头村,23,3,40,9%,,4.3,泉州市鲤城区南门万寿路123号,全年 8:00-17:30,具体收费情况以现场公示为主,
1631,安平桥,55,1,25,4%,,4.6,状元街,全年 8:00-17:30,具体收费情况以现场公示为主,
1632,德济门遗址,17,1,54,0%,,4.6,泉州市丰泽区泉秀街刺桐南路领show天地创艺乐园,全年 全天开放,<strong>公交：</strong><br /></p><p>乘坐202路、210路至【客运中心站】，沿泉秀街向西北步行即可到。,
1633,得月楼,52,1,27,5%,,4.1,中山南路北段西畔,全年 8:00-17:00,具体收费情况以现场公示为主,
1634,李贽故居,24,2,17,6%,福建泉州东禅少林寺，相传为唐初嵩山少林寺武僧智空入闽所建，址在清源山之东岳山麓，一向为我国南禅及南少林武术之中心，声名远播。,4.1,泉州市丰泽区 北郊清源山,全天,免费,63.4
1635,元妙观,34,1,1,1%,"走进文庙广场,扑面而来的是雄浑广阔的气势,让人感受到古文化与现代风格融合的交响，体现文化与生态性的同时，张扬着以人为本的设计理念。",5.0,泉州市鲤城区后城街 ,,免费,
1636,领show天地,68,1,1,0%,"安溪紫云山海拔1341米，是安溪境内第二高峰，因清晨紫云缭绕而得名。其所在的芦田镇位于安溪西南部，紫云山气势雄伟、奇峰突兀、怪石嶙峋、
　　风光旖旎。登高远眺，美不胜收，令人心旷神怡。紫云山地表水经检验含多种对人体有益的有机质和矿物质…",4.0,龙岩市新宁县与东安县交界处,8：00--18：00,免费,
1637,花桥慈济宫,2,1,22,1%,,4.8,南安,全年 08:00-17:30,具体收费情况以现场公示为主,
1638,东禅少林寺,3,2,21,0%,,4.4,泉州市南安市洪梅镇玳瑁山,全年 7:30-18:00,具体收费情况以现场公示为主,100.0
1639,文庙广场,43,1,10,0%,,4.8,凌霄路,全年 8:00-18:00,具体收费情况以现场公示为主,
1640,紫云山自然保护区,46,1,38,0%,,4.6,泉州市晋江市海八中路242号,星期一至五：9：00-17：00 星期六：9：00-13:00,具体收费情况以现场公示为主,
1641,郑成功陵墓,69,1,11,0%,千年古刹广化寺座落在市区凤凰山麓。凤凰山亦称南山、南湖。这里松柏苍翠，山泉鸣涧，清幽宁静。人行其间，绿蔓牵衣，别有一番禅意。相传千年之前，滔滔东海之水，直涌至南山脚下，行云流霞与青翠松柏交相辉映，构成了一幅无比生动的画卷。故有“南…,3.5,福建泉州市凤凰山麓,,3元,
2460,东山岛,3,22,680,3%,比鼓浪屿更清澈的海湾，在这里你可以看潮汐、日出，出海捕鱼，尽情享受海边乐趣。,4.6,漳州市东山县东山岛,全天开放,海岛免费开放，入岛无门票，岛上景点需要门票,41.8
2462,南门湾,2,8,64,0%,,4.5,漳州市东山县铜陵镇南门湾,全天开放,免费,128.0
2463,火山岛旅游休闲度假区,26,2,685,0%,欣赏滨海火山地质地貌，碧海蓝天，绿植茂密，非常适合观光、露营。,4.3,漳州市漳浦县前亭镇火山岛度假村(滨海火山国家地质公园),5/1-10/31 08:15-15:30;11/1-4/30 08:15-17:30,15元,198.0
2464,漳州古城,2,5,79,0%,,4.6,漳州市芗城区，东入口位于修文东路与新华南路交汇处，西入口位于钟法路与振成巷交汇处，北入口位于延安南路北段、中山公园东门口。,全年 全天开放,具体收费情况以现场公示为主,519.0
2465,云水谣景区,4,38,922,33%,电影《云水谣》的拍摄地，看客家传统土楼，赏自然清新田园风光。,4.4,漳州市梅林镇璞山村,全天开放,门票含和贵楼、云水谣古镇、怀远楼三个景点。,
2466,灵通风景区,6,0,85,0%,欣赏世界第一天然大佛和飞瀑景观，去悬崖绝壁之上的灵通寺祈福。,4.6,漳州市平和县,全年 08:00-17:00,20元,
2467,田螺坑土楼群,5,22,1918,17%,世界文化遗产——“四菜一汤”，世界上特有的、神话般的山区建筑模式。,4.5,漳州市南靖县书洋镇,全天开放,100元,85.0
2468,云水谣古镇,21,5,4027,0%,漫步历史悠久的古村庄，观赏客家传统土楼建筑，倚靠百年老榕享受美妙的闲暇时光。,4.5,漳州市南靖县书洋镇云水谣古镇,全天开放,90元,85.0
2469,镇海角,4,9,168,0%,,4.1,漳州市龙海市隆教畲族乡镇海村,全年 全天开放,具体收费情况以现场公示为主,198.0
2470,十里蓝山,3,1,213,0%,畅游花海，欣赏四季花色，来一次放松身心的田园之旅吧。,4.0,漳州市长泰县马洋溪生态旅游区山重村境内,全年 08:30-21:30,70元,64.0
2472,澳角村,8,1,19,0%,,4.1,漳州市东山县澳角村,全年 全天开放,具体收费情况以现场公示为主,
2473,马銮湾,5,6,277,3%,东山岛的热门海滩，水上娱乐项目众多，很适合亲子出行。,4.4,漳州市东山县康美镇西南,全天开放,5元,228.0
2474,塔下村,6,16,216,15%,,4.5,漳州市南靖县书洋镇西部,全年 全天开放,90元,426.0
2476,苏峰山,9,3,8,0%,苏峰山是东山岛的主峰，海拔274米，方圆10余公里。山有99峰，18胜景，奇峰异洞，比比皆是,4.6,位于福建省最南部的东山岛东部，临近铜山旧城,全天,免费,
2477,东门屿,1,4,174,0%,,4.5,漳州市东山县铜陵镇环城路,景区暂停营业，具体以景区当天现场为准。,55元,100.0
2479,苏峰山,5,1,62,0%,,3.8,漳州市漳浦县六鳌半岛,11月-次年4月9:30-18:00；5月-10月9:00-19:30。,99元,
2480,六鳌翡翠湾,7,2,45,0%,,4.5,漳州市龙海市东园镇埭尾村埭美自然村,全年 全天开放,具体收费情况以现场公示为主,
2481,埭美村,8,23,791,32%,,4.5,漳州市南靖县梅林镇璞山村,全年 8:00-18:00,包含于云水谣景区内，通用云水谣景区门票。,278.0
2484,水云涧,9,16,147,19%,,4.5,漳州市南靖县书洋镇下版村上节106,全年 全天开放,田螺坑门票含田螺坑、裕昌楼、塔下村三个景点实行套票制90元。,426.0
2485,裕昌楼,4,7,648,3%,,4.4,漳州市东山岛东北部铜陵镇,7:00-18:00；木栈道18:30关闭。,60元,41.8
2486,东山风动石景区,15,2,17,1%,,4.3,书洋镇石桥村,全天,南靖属亚热带气候，冬无严寒，夏无酷暑，四季都可以游玩。夏季注意台风天气。,
2487,顺裕楼,7,2,57,0%,,4.3,漳州市漳浦市六鳌半岛东海岸，六鳌镇新厝村,7:30-18:00,88元,65.0
2488,龙美湾（抽象画廊）,2,25,984,39%,,4.5,漳州市南靖县书洋镇,9:00-22:00,90元,278.0
2493,七首岩,4,1,62,1%,,4.2,漳州市漳浦县湖西乡硕高山麓,全年 全天开放,10元,
2494,赵家堡,7,3,193,0%,探索幽深洞壑，登高眺望漳州城，是周末休闲出行的好地方。,4.6,漳州市龙文区蓝田镇蔡坂村(G324),全年 08:00-18:00,具体收费情况以现场公示为主,6.0
2495,云洞岩,5,3,66,0%,,4.4,漳州市芗城区九龙江南岸的丹霞山山麓,8:30-17:00,具体收费情况以现场公示为主,
2500,浯屿岛,3,0,18,0%,,4.8,漳州市云霄县通贝村115号,全年 全天开放,具体收费情况以现场公示为主,
2501,张氏家庙,1,2,22,2%,滨海火山地质遗迹，网红摄影地,4.3,福建省漳州市漳浦县前亭镇江口村与岐沙村交口处,周一至周日 8:00-17:30,"景区门票:60元/人（不含博物馆）<br /></p><p>观光车:20元/人<br /></p><p>无边泳池:30元/人 <br /></p><p>优惠政策 <br /></p><p>1、半价：学生,老人（男60岁以上女55岁以上）,儿童（身高在1.2米至1.4米）<br /></p><p>2、免费：身高低于1.2米儿童享受免票 <br /></p><p>Tips <br /></p><p>1、景区内船票不打折。 <br /></p><p>2、上述优惠政策仅为参考，需到景区自行购买。",198.0
2502,漳州云霄乌山风景名胜区,2,1,116,0%,四季激流漂流，在激流中感受搏击风浪的乐趣。,4.4,漳州市长泰县十里村1号,全年 周六-周日 08:30-15:00;全年 周一-周五 全天不开放,168元,
2503,火山岛自然生态风景区,1,1,83,0%,,4.8,漳州市诏安县金星乡湖内村九侯山,全年 07:30-17:30,具体收费情况以现场公示为主,
2523,六鳌镇,2,1,8,0%,,4.5,漳州市云霄县,全年 全天开放,具体收费情况以现场公示为主,
2524,漳州市古雷港高山寺,6,1,8,0%,,4.3,漳州市东山县铜陵镇演武社区东北方向,全年 全天开放,具体收费情况以现场公示为主,
2525,东南佛国,3,1,32,0%,,4.5,漳州市华安县仙都镇大地村X344,全年 8:00-17:00,具体收费情况以现场公示为主,
2528,九仙山,8,6,7,0%,六鳌古城位于漳浦县六鳌半岛之端六鳌镇西侧的青山山腰，山兀起于海滩中，背连大陆，面向大海，侧临浮头湾、旧镇港，四周极其空阔。,4.3,漳州六鳌镇,全天,免费,
2530,海西双鱼岛,5,1,46,0%,观赏“小黄山”的俊秀神奇，乘坐溜索、攀爬岩石，感受悬崖峭壁之上的刺激。,4.3,漳州市长泰县马洋溪旅游区旺亭村旺头社,8:30-17:30,50元,49.8
2532,六鳌古城,10,0,22,0%,,4.4,漳州市华安县仙都镇大地村,8:00-17:00,具体收费情况以现场公示为主,
2533,龙凤谷景区,11,2,8,9%,裕德楼位于福建省漳州南靖县书洋镇塔下村裕德楼，前半楼高四层，每层10个房间，1个楼厅，2部楼梯，跟一般土楼没什么不同，奇怪的是后半楼，有三层楼那么高，却只有一堵半月形的夯墙，上面盖着护墙瓦，什么也没有了，人们形象地把它叫作“围裙楼”。,4.7,福建省漳州南靖县书洋镇塔下村,全天,南靖属亚热带气候，冬无严寒，夏无酷暑，四季都可以游玩。夏季注意台风天气。,
2534,小黄山景区,25,2,8,0%,东南花都位于漳州百里花卉走廊黄金地段的漳浦马口，国道324线旁，是历届“海峡两岸（福建·漳州）花卉博览会”举办地，是国家4A旅游景区和全国农业旅游示范点，也是福建漳州国家农业科技园区的核心区，总面积7800亩，投资3.2亿。,4.0,福建省漳州市马口花博园,8：30-17：00,通票80元，现行优惠价全票60元，半票30元,
2535,长泰漂流水陆空景区,3,1,13,1%,香火之鼎盛，算得上是全国关庙第一,4.0,福建省漳州市东山县铜陵镇公园街234号东山风动石景区内,周一至周日 7:00-18:00,<strong>公交 </strong><br /></p><p>乘坐龙海15路、龙海6路至【街心公园】站下，步行可至,
2536,大地土楼群,3,3,10,5%,德远堂是塔下张氏的家庙，属于省级文物保护单位，又称张氏祠堂，始建于明末清初，坐落在村庄的东南山坡上，座北朝南。庙前的池塘两边威严耸立着二十一根高过10米的石龙旗杆，石龙旗杆全是石雕，上面雕刻着姓名、功名、年代科次、官衔品位及立杆年代…,3.6,福建省漳州市南靖县书洋镇塔下村,8:00-18:00,南靖属亚热带气候，冬无严寒，夏无酷暑，四季都可以游玩。夏季注意台风天气。,
2537,裕德楼,12,3,7,3%,在美丽的福建土楼云水谣景区云水谣古栈道，古榕树与小桥流水相伴，悠然自得。,4.8,漳州市南靖县境内,全天,南靖属亚热带气候，冬无严寒，夏无酷暑，四季都可以游玩。夏季注意台风天气。,
2538,花博园,26,1,2,0%,"红树林是指生长在泥滩地、潮间带的常绿灌木和小乔木群落的树种，其特点具有呼吸根和支柱根，种子藏在树上的结果中，由果实萌芽成苗（又叫胎生苗），下落于泥涂中发育成新株而组成的群落之总称。
红树林自然保护区位于云霄县东厦镇，漳江口南北两岸…",4.0,云霄县东厦镇,全天,免费,399.0
2539,关帝庙,22,1,50,0%,,4.5,漳州市漳浦县盘陀镇,8:00-17:30,30元,23.0
2540,德远堂,13,1,8,0%,,3.8,漳州市南靖县金山镇（国道319线126KM处）,全年 7:00-18:00,具体收费情况以现场公示为主,
2541,云水谣古栈道,7,1,33,0%,,3.9,漳州市南靖县船场镇下山村,7:00-19:00,具体收费情况以现场公示为主,
2542,漳州红树林,4,2,57,0%,,4.5,漳州市龙海县九湖乡百花村,全年 全天开放,3元,
2546,百花村,29,1,35,0%,这里有漳州出名的寺院三平寺，据说十分灵验，是众多闽南人每年必去的寺庙。,4.7,漳州市平和县文峰镇三平村三平风景区,全年 08:30-18:00,30元,9.0
2548,陈元光墓,15,1,39,0%,,3.8,漳州市长泰县马洋溪生态旅游区山重村境内,具体开放时间请咨询景区,包含于十里蓝山景区内，通用十里蓝山景区门票。,64.0
3180,永定土楼,15,7,759,72%,中国建筑史上的奇葩，独一无二的神奇山居建筑凸显着聚族而居的客家人的古老传统。,4.5,龙岩市永定区湖坑镇洪坑村,全年 08:30-17:00,参观永定土楼的部分景区需要门票,68.0
3181,长汀古城,3,7,184,0%,漫步于古城墙俯瞰客家民居风貌，逛逛传统店铺、品尝长汀美食，品味古城生活。,4.5,龙岩市长汀县其他兆征路80号,全年 全天开放,免费,0.0
3182,连城冠豸山,11,2,710,4%,登客家深山，感受山间清凉，欣赏文人崖刻，领略旖旎的山水风光和璀璨的客家文化。,4.6,龙岩市连城县冠豸山景区,5/1-10/31(夏季) 08:00-17:00;11/1-4/30(冬季) 08:00-16:00,115元,114.5
3185,培田古民居,5,3,238,5%,,4.4,龙岩市连城县宣和乡培田村,8:00-22:00；节假日正常开放；信息仅供参考，具体开放时间以景区当天披露为准。,50元,42.9
3186,长汀红色旧址群,5,0,58,0%,,4.7,龙岩市长汀县汀州镇兆征路43号,全年 周二-周日 08:00-12:00;全年 周一 全天不开放 ;全年 周二-周日 15:00-18:00,具体收费情况以现场公示为主,0.0
3187,洪坑土楼民俗文化村,10,5,249,7%,,4.5,福建省龙岩市永定县,全年 08:30-17:00,90元,0.0
3188,龙硿洞,13,1,71,0%,,4.4,龙岩市新罗区雁石镇龙康村,5/1-10/8 08:45-17:30;10/9-4/30 08:45-17:00,55元，导游讲解30元,25.0
3189,古田会议会址,15,0,4,0%,,4.7,龙岩市上杭县古田镇古田路(古田旅游区),夏令8:00-18:00；冬令8:00-17:30。,具体收费情况以现场公示为主,0.0
3191,古田会议旧址景区,16,1,136,2%,,4.6,龙岩市上杭县古田镇古田路85号,全年 08:00-18:00,免费,1388.0
3192,丁屋岭,1,4,16,0%,,4.2,龙岩市长汀县古城镇丁黄村,景区暂时停业，详情请以景区公示为准；原开放时间：全天开放,具体收费情况以现场公示为主,0.0
3193,长汀古城墙,6,3,68,1%,,,,,,0.0
3194,承启楼,58,9,183,19%,,,,,,0.0
3195,福建省苏维埃政府旧址,4,1,0,1%,福建省苏维埃政府旧址，全国重点文物保护单位，位于福建省长汀县汀州镇兆征路41号。该址宋代为汀州禁军署地，元代为汀州卫署址，明、清两代辟为试院，是汀州历史极具象征意义的一处古迹。1932年3月18日，福建省第一次工农兵代表大会在此隆重召开，…,5.0,福建省长汀县汀州镇兆征路41号,,,0.0
3196,梁野山,4,1,188,0%,奇山异石、千峰竞秀的梁野山，是进行森林探险、生态旅游的首选之地。,4.5,龙岩市武平县城厢镇梁野山景区,夏季（5月1日-10月7日）8:00-18:00；冬季（10月8日-次年4月30日）8:00-17:00；信息仅供参考，具体开放时间以景区现场披露为准。,2022年5月1日-7月1日梁野山景点门票免费（不含二次消费项目）,52.2
3197,冠豸山国家地质公园,1,0,0,0%,,4.7,007乡道东50米,,具体收费情况以现场公示为主,0.0
3201,振成楼,2,5,67,15%,,4.4,龙岩市永定县湖坑镇洪坑村客家土楼民俗文化村内,具体开放时间请咨询景区,包含于客家土楼民俗文化村（洪坑）景区，通用于客家土楼民俗文化村（洪坑）门票内。,68.0
3202,振福楼,2,3,6,6%,位于湖坑镇下南溪。它是举世无双的人文景观与自然景观的最佳融合。大门前面清澈的南溪缓缓而来，溪面宽阔，河里大石横卧，形态各异。,4.0,湖坑镇政府往南,7:00-19:00,50元,89.0
3203,世泽楼,12,2,35,3%,,4.5,福建省龙岩永定县高头乡高北村,全年 7:00-19:00,高北村土楼群门票为50元/人，包括承启楼、世泽楼与五云楼等代表建筑。,0.0
3205,云顶观光茶园,25,1,1,0%,,5.0,龙岩市新罗区小池镇,全天,10元,0.0
3210,生命之门,13,0,0,0%,,5.0,龙岩市连城县冠豸山景区内,具体开放时间请咨询景区,首道大门票收费情况请咨询景区,0.0
3217,南溪土楼群,7,0,295,0%,,4.4,湖坑镇新南村,7:00-19:00,具体收费情况以现场公示为主,68.0
3218,永定龙湖景区,23,1,1,0%,永定龙湖景区位于永定县，龙湖湖面烟波浩淼，碧波万顷，湖边半岛纵横，水环山，山抱水，相映成趣，形成独具特色的自然山水风光。,0.0,龙岩市永定县606省道附近,,,0.0
3219,店头街,28,3,5,1%,明清古街店头街，是长汀四大历史传统街区之一，是古汀州城最早的商业街区，也是长汀的核心组成部分。古街前店后宅，下店上宅，集传统行业于一街市，保存丰富的历史建筑，保留着较为完整的传统格局和独特的历史风貌，基本维持其原有的社会功能和经济…,4.0,福建省龙岩市长汀县,全天开放,免费,0.0
3220,如升楼,11,3,30,5%,,4.4,龙岩市永定县湖坑镇洪坑村北部客家土楼民俗文化村里,全年 7:00-19:30,具体收费情况以景区现场公示为主。,0.0
3221,石门湖,14,2,204,2%,,4.6,龙岩市连城县石门湖路7号,5月1日-10月31日8:00-17:30；11月1日-次年4月30日8:30-17:00；信息仅供参考，具体开放时间以景区当天披露为准。,115元,114.5
3222,永福花乡,1,2,11,0%,"永福地处闽西南结合部，属漳平市，四周群山环抱，一马平川，海拔755米。这里山明水秀，气候宜人，有“小庐山”之誉。
永福早期为畲族聚居地，文物古迹很多，有螯头古瓷窑址、毓秀塔、步云桥、惠宫桥及长青楼古堡等。永福更是著名花乡。这里家家养花…",5.0,福建漳平市闽西南结合部,8：00-17：00,免费,0.0
3223,高北土楼群,17,4,1084,3%,,4.6,龙岩市永定县高头乡高北村,7:00-19:00,50元,48.0
3224,梅花山,15,2,1,0%,龙岩梅花山自然保护区地处武夷山脉南段东南坡与戴云山之间的玳瑁山主体部分，这里山峦耸峙，绿海无边，层林叠翠，荟萃了许多珍贵的生物资源与物种，有“神奇的宝山”“动植物资源基因库”之美称。,5.0,福建省上杭县古田镇,8:00-17:00,50元,1388.0
3225,古田镇,16,2,4,0%,古田镇位于福建省上杭县东北部、梅花山南麓，地外新罗、上杭、连城三县(区)结合部。全镇方圆227平方公里，辖21个行政村，4934户，19594人。91年全镇工农业总产值突破亿元，率先成为全国革命老区第一个亿元镇。,5.0,福建龙岩上杭县东北部,7:30~17:00,62元,0.0
3226,紫金矿业,20,1,1,0%,紫金矿业集团由上杭县矿产公司发展而来，是上杭人民的骄傲和经济发展的象征，内有资金地质矿产博物馆和林丹羽毛球馆，是到了上杭县城必去的地方。,3.0,福建省上杭县北环路478,,免费,0.0
3227,中川古村落,21,1,33,3%,,4.2,龙岩市永定县下洋镇中川村,全年 8:30-17:00,30元,30.0
3228,福音医院,18,1,0,0%,福音医院系中国医科大学附属第一医院的前身，坐落于长汀县城北山脚下，土木结构平房，建筑面积1871平方米，四周围墙，地势前低后高。福音医院内共有房间30间，有外科、内科、化验室、手术室及男女病房、膳厅等。,0.0,龙岩市长汀县,全天,免费,0.0
3229,临江楼,1,1,9,0%,临江楼是一处革命老楼，毛主力曾经在这里居住过，风景如画的临江楼曾经是&quot;广福隆&quot;货栈旧址，楼前有江水，对岸菊花满坡，景色宜人。,4.4,龙岩市漳平市临江路52号,由于维修现暂停营业，开放时间未定，具体开放时间以现场公示为准。,,0.0
3232,西陂天后宫,28,1,4,0%,,5.0,高陂镇西陂村,8：00--18：00,具体收费情况以现场公示为主,0.0
3234,永定土楼自然博物馆,29,4,50,1%,,4.5,龙岩市永定县湖坑镇客家土楼民俗文化村景区,9:00-17:30,80元,0.0
3235,李氏大宗祠,21,3,9,0%,,4.8,福建省龙岩市上杭县回归路,全年 08:00-17:00,具体收费情况以现场公示为主,0.0
3236,苏维埃政府旧址,30,1,1,0%,座落于长汀县城兆征路，原为汀州历代考试场所，试院内有唐代双柏树、龙山书院、朱子祠等，为庭院式土木结构厢房，占地面积11370平方米。1932年3月18日福建省第一次工农兵代表大会在此召开，通过了《实行劳动法令》、《土地问题》、《军事工作》、《…,5.0,龙岩市长汀县城兆征路,8：30-18：00,免费,0.0
3237,龙岩东肖森林公园,31,1,10,0%,,4.5,福建省龙岩市新罗区东肖镇,7:00-21:00,20元,23.0
3238,容膝居,32,0,0,0%,,5.0,龙岩市连城县宣和镇培田村,,,0.0
3490,四堡书坊建筑,6,0,0,0%,,5.0,龙岩市四堡乡中南村,,具体收费情况以现场公示为主,0.0
3495,千百卉亲子种植体验,33,0,1,0%,,5.0,龙岩市新罗区龙腾北路农科所斜对面,10:00-18:00,26元,0.0
3496,和兴楼,2,0,0,0%,,4.5,龙岩市永定区309省道,,具体收费情况以现场公示为主,0.0
3497,存耕堂,22,0,3,0%,,4.7,龙岩市上杭县970县道,全年 全天开放,具体收费情况以现场公示为主,0.0
3498,集庆楼,3,1,10,0%,,4.2,龙岩市永定县下洋镇初溪村,全年 7:00-19:00,初溪土楼群门票70元/人，包括集庆楼、绳庆楼、善庆楼、庚庆楼、共庆楼、博物馆。,0.0
3499,中山路步行街,37,3,106,0%,,4.3,龙岩市新罗区中山路,全年 全天开放,具体收费情况以现场公示为主,0.0
3500,宝兴茗店广场,43,0,24,0%,,4.3,中山路二期二层宝兴名店广场,全年 10:00-21:30,具体收费情况以现场公示为主,0.0
3501,红尖山,18,2,5,0%,,4.5,龙岩市新罗区,,具体收费情况以现场公示为主,0.0
3502,连南区革命委员全旧址,38,0,2,0%,,4.5,龙岩市连城县新泉乡,,,0.0
3503,芷溪古村,8,1,12,0%,,3.1,龙岩市连城县南部庙前镇,全年 全天开放,具体收费情况以现场公示为主,0.0
3504,中华山,9,0,1,0%,,5.0,龙岩市连城县新泉镇境内,,具体收费情况以现场公示为主,0.0
3505,客家土楼民俗文化村（洪坑）,10,1,143,0%,,,,,,0.0
3506,龙池书院,12,0,4,0%,,4.8,龙岩市新罗区小池镇汪洋村,,,0.0
3507,树槐堂,40,0,1,0%,,,,,,0.0
3508,蛟洋文昌阁,41,0,4,0%,,,,,,0.0
3509,梁山书院,42,0,6,0%,,5.0,龙岩市武平县平川镇政协巷,,具体收费情况以现场公示为主,0.0
3510,江山睡美人,8,0,13,0%,,4.3,龙岩市新罗区江山风景区内,全年 全天开放,具体收费情况以现场公示为主,0.0
3511,中国四堡雕版印刷展览馆,45,0,7,0%,,3.8,福建省龙岩市龙岩市,1/1-4/30 08:30-17:00;5/1-10/31 08:00-17:30;11/1-12/31 08:30-17:00,具体收费情况以现场公示为主,0.0
3512,九龙湖(九龙洞群),11,0,15,0%,,4.3,中国福建省龙岩市连城县九龙湖,夏季（5月1日-10月31日）8:00-17:30；冬季（11月1日-次年4月30日）8:00-17:00。,80元,70.0
3513,石山园,12,0,3,0%,,4.5,龙岩市江山乡内寨村,,,0.0
3514,天宫山,46,0,17,0%,,4.7,龙岩市雁石镇,全年 全天开放,具体收费情况以现场公示为主,0.0
3515,上杭七峰山,9,0,13,0%,,3.7,北部,全年 9:00-16:50,20元,0.0
3516,狮岩,47,0,6,0%,,4.8,龙岩市武平县岩前镇狮岩路15号,全年 7:30-17:00,,0.0
3517,梅花山中国虎园,48,0,85,0%,,4.5,龙岩市上杭县古田镇步云乡马坊村,全年 08:30-17:00,50元,45.0
3522,瞿秋白烈士纪念馆,50,1,2,0%,,4.8,长汀县西外街46号,全天开放,具体收费情况以现场公示为主,0.0
3528,连城县博物馆,25,1,2,0%,位于龙岩连城县的客家文化博物馆，展示了客家文化的历史变迁。,0.0,龙岩市连城县观景路冠豸山风景区内,5月—10月：8：00—17：30 11月—4月：8：30—17:00,115元,0.0
3529,土楼沟,7,1,2,0%,土楼沟位于南江村，落于青山之间，溪流穿村而过，23座土楼和一片独具特色的“女儿林”见证着该村400多年的历史。,5.0,龙岩市永定县湖坑镇南江村,全天,免费,0.0
3530,虎豹塔,2,1,2,0%,虎豹塔位于中川古村落景区内，塔高七层，整体的建筑外形是八卦式，琉璃葫芦顶，造型独特，具有典型的古典风格。,5.0,福建省永定区下洋镇中川村,7:00~19:00,门票包含在中川古村落景区门票内，中川古村落景区门票30元,0.0
3531,胡氏家庙,8,1,3,0%,,4.0,龙岩市永定县中川村虎豹别墅往里走百米许,7:00~19:00,具体收费情况以现场公示为主,0.0
3532,赖源溶洞,27,1,14,0%,,4.6,龙岩市连城县赖源乡上村,5月1日-10月31日（夏季）8:00-17:30；11月1日-次年4月30日（冬季）8:00-16:30；节假日正常开放。,80元,60.0
3533,客家民俗文化古街区,13,2,1,0%,"客家民俗文化古街区展示了客家人的民俗文化,这里还原了农具店、小吃店、黄酒铺、豆腐坊、布衣店、当铺、药铺等等,重现客家人古时的集市生活场景。",5.0,龙岩永定县湖坑镇土楼风情街的福建土楼自然博物馆内部,周二至周日：9:00-17:00 <BR>周一闭馆，16:00停止入馆,150元为福建土楼自然博物馆的成人票价,0.0
3535,竹安寨,54,1,12,0%,,4.5,龙岩市连城县豸前街,5月1日-10月31日8:00-17:30；11月30日-次年4月30日8:30-17:00。,65元,60.0
3536,红豆杉生态园,4,0,8,0%,,5.0,龙岩市上杭县步云乡崇头村,全年 8:00-18:00,20元,0.0
3537,星火燎原主题蜡像馆,7,0,5,0%,,4.3,古田镇曙光路2幢,全年 8:00-17:30,具体收费情况以现场公示为主,0.0
3538,侨福楼,55,1,72,0%,,4.5,高北村天助楼组50号,全年 7:00-20:00,参观50元，住宿另外收费。,118.0
3539,兜率天宫,31,4,1,0%,兜率天位于佛教欲界六重天的第四重天，为天界最殊胜的天。主体建筑高81米，由下到上依次为七重宝恒、善法堂、莲花。善法堂顶端为佛教的象征——巨型紫金莲花。莲花直径68米，高18米，为世界之最。莲花内为金碧辉煌的千人大法堂。兜率天宫是迄今为止…,5.0,浙江省绍兴市柯桥区湖塘街道大香林风景区,8:30-16:30,100元,0.0
