,Unnamed: 0,景点名称,攻略数量,评分,景区介绍,景点排名,经度,纬度,评论数量,旅游率,中文名,英文名
9232,1042,巴色道游乐场,0,0.0,,,114.243,22.2852,0,0.0,巴色道游乐场,
9233,1043,枫树街游乐场,0,0.0,,,114.177,22.3308,0,0.0,枫树街游乐场,
9234,1044,聖母無玷之心小Immaculate Heart of Mary Chapel,0,0.0,,,114.1691342627,22.2860575927,0,0.0,聖母無玷之心小,ImmaculateHeartofMaryChapel
9235,1045,马仔坑公园,0,0.0,,,114.2,22.3468,0,0.0,马仔坑公园,
9236,1046,石排湾村一号游乐场,0,0.0,,,114.171,22.2524,0,0.0,石排湾村一号游乐场,
9237,1047,伟智街休憩花园Weizhijie Xiuqi Garden,0,0.0,,,114.178380563,22.3373455366,0,0.0,伟智街休憩花园,WeizhijieXiuqiGarden
9238,1048,大陇街休憩花园Dalongjie Xiuqi Garden,0,0.0,,,114.15,22.3693,0,0.0,大陇街休憩花园,DalongjieXiuqiGarden
9239,1049,怡成坊休憩花园Yi Shing Square Rest Garden,0,0.0,,,114.2071433909,22.3831566057,0,0.0,怡成坊休憩花园,YiShingSquareRestGarden
9240,1050,屏夏路花园Pingxialu Garden,0,0.0,,,114.0057043269,22.454588143,0,0.0,屏夏路花园,PingxialuGarden
9241,1051,SEIKO - 元朗广场Seiko-Yuanlang Square,0,80.0,,,114.17,22.3399,4,0.0,元朗广场,SEIKOSeikoYuanlangSquare
9242,1052,青山道潮语浸信会Castle Peak Road Swatow Baptist Church,0,0.0,,,114.1754613559,22.3321036999,0,0.0,青山道潮语浸信会,CastlePeakRoadSwatowBaptistChurch
9243,1053,元洲仔公园Yuen Chau Tsai Park,0,86.0,,,114.1890242583,22.449822783,0,0.0,元洲仔公园,YuenChauTsaiPark
9244,1054,南昌街特色唐楼Old Chinese Building in Nanchang Street,0,78.0,,,114.173,22.3294,5,0.0,南昌街特色唐楼,OldChineseBuildinginNanchangStreet
9245,1055,箕琏坊配水库休憩处Green Lane Service Reservoir Sitting-out Area,0,100.0,,,114.1982285645,22.2667694966,0,0.0,箕琏坊配水库休憩处,GreenLaneServiceReservoirSittingoutArea
9246,1056,青年广场Youth Square,0,82.0,,,114.2477773412,22.2666749023,5,0.0,青年广场,YouthSquare
9247,1057,石排湾邨二号游乐场,0,0.0,,,114.17,22.2517,0,0.0,石排湾邨二号游乐场,
9248,1058,基督教樂道會尖沙咀堂Lock Tao Christian Association Tsim Sha Tsui Church,0,0.0,,,114.1827252728,22.3066940563,0,0.0,基督教樂道會尖沙咀堂,LockTaoChristianAssociationTsimShaTsuiChurch
9249,1059,桃源街游乐场篮球场,0,0.0,,,114.187,22.3382,0,0.0,桃源街游乐场篮球场,
9250,1060,筲箕天悦广场Shaojitianyue Square,0,80.0,,,114.172,22.3379,0,0.0,筲箕天悦广场,ShaojitianyueSquare
9251,1061,塘尾道儿童游乐场篮球场,0,0.0,,,114.177,22.3259,0,0.0,塘尾道儿童游乐场篮球场,
9252,1062,毓雅里社区园圃Yuyali Community Garden,0,0.0,,,114.266,22.3272,0,0.0,毓雅里社区园圃,YuyaliCommunityGarden
9253,1063,竹园广场Zhuyuan Square,0,0.0,,,114.205226665,22.3480946644,0,0.0,竹园广场,ZhuyuanSquare
9254,1064,茜发道休憩公园Qianfadao Xiuqi Park,0,0.0,,,114.2424569722,22.3107810934,0,0.0,茜发道休憩公园,QianfadaoXiuqiPark
9255,1065,炮台街休憩处Battery Street Sitting-out Area,0,0.0,,,114.18,22.3106,0,0.0,炮台街休憩处,BatteryStreetSittingoutArea
9256,1066,鹤咀灯塔158号Cape D'Angilar Lighthouse No. 158 (Declared Monument),0,0.0,,,114.2704921703,22.2121998591,0,0.0,鹤咀灯塔号,CapeDAngilarLighthouseNoDeclaredMonument
9257,1067,安福街游乐场,0,0.0,,,114.157,22.499,0,0.0,安福街游乐场,
9258,1068,中华基督教会协和书院The Church of Christ in China Heep Woh College,0,0.0,,,114.216,22.35,0,0.0,中华基督教会协和书院,TheChurchofChristinChinaHeepWohCollege
9259,1069,德业街游乐场,0,0.0,,,114.043,22.4542,0,0.0,德业街游乐场,
9260,1070,电照街游乐场,0,0.0,,,114.214,22.2957,0,0.0,电照街游乐场,
9261,1071,建业街游乐场,0,0.0,,,114.043,22.4459,0,0.0,建业街游乐场,
9262,1072,赤柱市场道休憩处Stanley Market Road Sitting-out Area,0,80.0,,,114.223,22.222,1,0.0,赤柱市场道休憩处,StanleyMarketRoadSittingoutArea
9263,1073,俊贤坊游乐场,0,0.0,,,114.036,22.4501,0,0.0,俊贤坊游乐场,
9264,1074,爱民广场Oi Man Plaza,0,0.0,,,114.19,22.3149,0,0.0,爱民广场,OiManPlaza
9265,1075,福德街专线小巴站Fook Tak Street Minibus Station,0,0.0,,,114.04,22.4484,0,0.0,福德街专线小巴站,FookTakStreetMinibusStation
9266,1076,巴色道游乐场,0,0.0,,,114.242,22.2849,0,0.0,巴色道游乐场,
9267,1077,太乐街休憩处Tai Lok Street Sitting-out Area,0,86.0,,,114.232,22.2861,0,0.0,太乐街休憩处,TaiLokStreetSittingoutArea
9268,1078,华翠街休憩处Wah Chui Street Sitting-out Area,0,0.0,,,114.1482622049,22.2578437514,0,0.0,华翠街休憩处,WahChuiStreetSittingoutArea
9269,1079,恒贵街游乐场,0,0.0,,,113.986,22.3859,0,0.0,恒贵街游乐场,
9270,1080,地士道街休憩花园Thistle Street Rest Garden,0,80.0,,,114.178707902,22.3203253593,2,0.0,地士道街休憩花园,ThistleStreetRestGarden
9271,1081,交通广场Transportation Plaza,0,0.0,,,114.0433720093,22.446829668,0,0.0,交通广场,TransportationPlaza
9272,1082,鞍诚街花园Ancheng Street Garden,0,0.0,,,114.2432849842,22.4269788436,0,0.0,鞍诚街花园,AnchengStreetGarden
9273,1083,珀林路花园Polinlu Garden,0,0.0,,,114.0709170861,22.355214659,0,0.0,珀林路花园,PolinluGarden
9274,1084,怡泰街休憩处Yee Tai Street Sitting-out Area,0,80.0,,,114.251,22.2672,0,0.0,怡泰街休憩处,YeeTaiStreetSittingoutArea
9275,1085,利东街Lee Tung Avenue,0,88.0,,,114.1835627948,22.2779191329,7,0.0,利东街,LeeTungAvenue
9276,1086,银矿广场Yinkuang Square,0,80.0,,,114.0090493528,22.2704007336,1,0.0,银矿广场,YinkuangSquare
9277,1087,隔田街游乐场,0,0.0,,,114.195,22.3713,0,0.0,隔田街游乐场,
9278,1088,显田游乐场,0,0.0,,,114.184,22.3691,0,0.0,显田游乐场,
9279,1089,民丰径Man Fung Path,0,0.0,,,114.188,22.3208,0,0.0,民丰径,ManFungPath
9280,1090,差馆里休憩处Station Lane Sitting-out Area,0,80.0,,,114.196491027,22.3114092024,1,0.0,差馆里休憩处,StationLaneSittingoutArea
9281,1091,鶴咀廢堡Hok Tsui Abandoned Fort,0,80.0,,,114.2528144625,22.2143799148,0,0.0,鶴咀廢堡,HokTsuiAbandonedFort
9282,1092,"胜利道潮语浸信会赞颂之园Garden of Tribulation, Victory Avenue Swatow Baptist Church",0,0.0,,,114.22,22.3436,0,0.0,胜利道潮语浸信会赞颂之园,GardenofTribulationVictoryAvenueSwatowBaptistChurch
9283,1093,红梅谷路游乐场,0,0.0,,,114.191,22.3724,0,0.0,红梅谷路游乐场,
9284,1094,天后庙 - 坪輋坪源Thean Hou Temple,0,0.0,,,114.1739784237,22.5291844779,0,0.0,天后庙坪輋坪源,TheanHouTemple
9285,1095,大陇街游乐场,0,0.0,,,114.149,22.3696,0,0.0,大陇街游乐场,
9286,1096,油塘道游乐场,0,0.0,,,114.245,22.3039,0,0.0,油塘道游乐场,
9287,1097,山尾街游乐场,0,0.0,,,114.206,22.3992,0,0.0,山尾街游乐场,
9288,1098,沙滩长提,0,80.0,,,114.027,22.2998,3,0.0,沙滩长提,
9289,1099,晒草湾游乐场,0,0.0,,,114.244,22.3079,0,0.0,晒草湾游乐场,
9290,1100,马湾公园古迹馆Ma Wan Heritage Centre,0,80.0,,,114.0688582107,22.3517221834,0,0.0,马湾公园古迹馆,MaWanHeritageCentre
9291,1101,德昌街游乐场,0,0.0,,,114.179,22.3181,0,0.0,德昌街游乐场,
9292,1102,庇利街Bailey Street,0,70.0,,,114.2009470399,22.3152547844,0,0.0,庇利街,BaileyStreet
9293,1103,吉澳地质教育中心Ji'ao Dizhi Jiaoyu Center,0,0.0,,,114.3029902614,22.5507521611,0,0.0,吉澳地质教育中心,JiaoDizhiJiaoyuCenter
9294,1104,安邦路休憩处On Pong Road Sitting-out Area,0,80.0,,,114.181,22.4551,0,0.0,安邦路休憩处,OnPongRoadSittingoutArea
9295,1105,靠背垄道游乐场,0,0.0,,,114.197,22.3206,0,0.0,靠背垄道游乐场,
9296,1106,发祥街西游乐场,0,0.0,,,114.163,22.3343,0,0.0,发祥街西游乐场,
9297,1107,新和里游乐场,0,0.0,,,113.988,22.4053,0,0.0,新和里游乐场,
9298,1108,衍庆街游乐场,0,0.0,,,114.207,22.3386,0,0.0,衍庆街游乐场,
9299,1109,域多利道休憩处Victoria Road Sitting-out Area,0,40.0,,,114.1450192907,22.2633788457,1,0.0,域多利道休憩处,VictoriaRoadSittingoutArea
9300,1110,汀角村儿童游乐场,0,0.0,,,114.231,22.4765,0,0.0,汀角村儿童游乐场,
9301,1111,三号码头花园Sanhaomatou Garden,0,76.0,,,114.1690496562,22.2912342814,5,0.0,三号码头花园,SanhaomatouGarden
9302,1112,黄竹街平安福音堂Wong Chuk Street Peace Evangelical Centre,0,0.0,,,114.183048635,22.3368096972,0,0.0,黄竹街平安福音堂,WongChukStreetPeaceEvangelicalCentre
9303,1113,富达广场Fuda Square,0,0.0,,,114.04,22.4444,0,0.0,富达广场,FudaSquare
9304,1114,上村公园Shangcun Park,0,0.0,,,114.1140611767,22.4352636726,0,0.0,上村公园,ShangcunPark
9305,1115,青龙湾CengLungWaan,0,80.0,,,114.062,22.3645,1,0.0,青龙湾,CengLungWaan
9306,1116,红石门水库Hongshimen Reservoir,0,0.0,,,114.301,22.5066,0,0.0,红石门水库,HongshimenReservoir
9307,1117,东安街休憩花园Dong'anjie Xiuqi Garden,0,86.0,,,114.179,22.3174,2,0.0,东安街休憩花园,DonganjieXiuqiGarden
9308,1118,大坑东村二号游乐场,0,0.0,,,114.183,22.3366,0,0.0,大坑东村二号游乐场,
9309,1119,石硖尾街休憩花园West District of Shek Kip Mei Street Rest Garden,0,72.0,,,114.1754447561,22.3309462035,3,0.0,石硖尾街休憩花园,WestDistrictofShekKipMeiStreetRestGarden
9310,1120,彩云道休憩处Choi Wan Road Sitting-Out Area,0,80.0,,,114.2251584911,22.330972432,2,0.0,彩云道休憩处,ChoiWanRoadSittingOutArea
9311,1121,越秀广场Yuexiu Square,0,66.0,,,114.2070554301,22.3368041659,2,0.0,越秀广场,YuexiuSquare
9312,1122,鸦兰街休憩处Arran Street Sitting-Out Area,0,60.0,,,114.1790182256,22.3259016154,3,0.0,鸦兰街休憩处,ArranStreetSittingOutArea
9313,1123,振华道晨运径入口,0,60.0,,,114.234,22.3245,0,0.0,振华道晨运径入口,
9314,1124,宝马山道游乐场,0,0.0,,,114.211,22.2875,0,0.0,宝马山道游乐场,
9315,1125,青敬路花园Qingjinglu Garden,0,0.0,,,114.1191321489,22.3569423035,0,0.0,青敬路花园,QingjingluGarden
9316,1126,晓明街游乐场,0,0.0,,,114.243,22.3193,0,0.0,晓明街游乐场,
9317,1127,新運路休憩處San Wan Road Sitting-out Area,0,60.0,,,114.1478256142,22.4987119926,1,0.0,新運路休憩處,SanWanRoadSittingoutArea
9318,1128,吉席街花园Catchick Street Garden,0,80.0,,,114.1379845962,22.2869770151,1,0.0,吉席街花园,CatchickStreetGarden
9319,1129,洪德路休憩处,0,0.0,,,114.0097534543,22.4370089379,0,0.0,洪德路休憩处,
9320,1130,天后宫风水广场Tianhou Gongfengshui Square,0,0.0,,,114.1780124051,22.4569938277,0,0.0,天后宫风水广场,TianhouGongfengshuiSquare
9321,1131,新填地街休憩公园Xintiande Jie Xiuqi Park,0,80.0,,,114.18,22.3176,1,0.0,新填地街休憩公园,XintiandeJieXiuqiPark
9322,1132,荃新天地露天园林广场Quan Xintiandi Lutian Yuanlin Square,0,82.0,,,114.125,22.373,9,0.0,荃新天地露天园林广场,QuanXintiandiLutianYuanlinSquare
9323,1133,香港大会堂纪念花园City Hall Memorial Garden,0,80.0,,,114.1726145843,22.2855706303,0,0.0,香港大会堂纪念花园,CityHallMemorialGarden
9324,1134,安睦街游乐场,0,0.0,,,114.216,22.3925,0,0.0,安睦街游乐场,
9325,1135,彩荣路公园Caironglu Park,0,0.0,,,114.230668,22.330683,0,0.0,彩荣路公园,CairongluPark
9326,1136,"西环基督教会－尖沙咀分堂Tsim Sha Tsui Branch, Sai Wan Christian Church",0,0.0,,,114.1860863683,22.3028264998,0,0.0,西环基督教会尖沙咀分堂,TsimShaTsuiBranchSaiWanChristianChurch
9327,1137,基督教复临安息日会山景青少年中心Jidu Jiao Fulin Anxirihui Shan Jing Qingshaonian Center,0,0.0,,,113.976,22.3994,0,0.0,基督教复临安息日会山景青少年中心,JiduJiaoFulinAnxirihuiShanJingQingshaonianCenter
9328,1138,柳樹街球場Willow Street Court,0,0.0,,,114.1747796759,22.3274605791,0,0.0,柳樹街球場,WillowStreetCourt
9329,1139,工厂街游乐场,0,0.0,,,114.241,22.2803,0,0.0,工厂街游乐场,
9330,1140,恒錦街公園Hengjin Street Park,0,60.0,,,114.2390136872,22.4211095194,0,0.0,恒錦街公園,HengjinStreetPark
9331,1141,荃富街花园Quanfu Street Garden,0,0.0,,,114.1331331618,22.3724834484,0,0.0,荃富街花园,QuanfuStreetGarden
9332,1142,大埔道休憩花园Dabudao Xiuqi Garden,0,80.0,,,114.1744291206,22.3366134151,1,0.0,大埔道休憩花园,DabudaoXiuqiGarden
9333,1143,义德道游乐场,0,0.0,,,114.189,22.3455,0,0.0,义德道游乐场,
9334,1144,康福台休憩花园Comfort Terrace Rest Garden,0,0.0,,,114.2046906424,22.2898377324,0,0.0,康福台休憩花园,ComfortTerraceRestGarden
9335,1145,律伦街儿童游乐场,0,0.0,,,114.19,22.3365,0,0.0,律伦街儿童游乐场,
9336,1146,新运路花园Xinyunlu Garden,0,70.0,,,114.1413650253,22.5040078636,1,0.0,新运路花园,XinyunluGarden
9337,1147,大潭港的一对无字石碑A Pair of Wordless Tablets at Tai Tam Harbour,0,0.0,,,114.241234,22.235317,0,0.0,大潭港的一对无字石碑,APairofWordlessTabletsatTaiTamHarbour
9338,1148,海美灣訊號燈塔Hoi Mei Wan Signal Lighthouse,0,60.0,,,114.0845922462,22.3690528851,1,0.0,海美灣訊號燈塔,HoiMeiWanSignalLighthouse
9339,1149,大明里广场Tai Ming Lane Square,0,86.0,,,114.1787990241,22.4503112806,1,0.0,大明里广场,TaiMingLaneSquare
9340,1150,赤柱广场-天幕广场Stanley Plaza Square,0,80.0,,,114.2212326912,22.2220668164,6,0.0,赤柱广场天幕广场,StanleyPlazaSquare
9341,1151,吉祥街花园Kat Cheung Street Garden,0,40.0,,,114.143212,22.499911,1,0.0,吉祥街花园,KatCheungStreetGarden
9342,1152,慧翠道社区园圃Wai Tsui Crescent Community Garden,0,80.0,,,114.2087928631,22.2883598137,0,0.0,慧翠道社区园圃,WaiTsuiCrescentCommunityGarden
9343,1153,露明道花园Lumingdao Garden,0,0.0,,,114.1967248643,22.3291904755,0,0.0,露明道花园,LumingdaoGarden
9344,1154,丰安街儿童游乐场,0,0.0,,,113.984,22.3886,0,0.0,丰安街儿童游乐场,
9345,1155,大环道游乐场,0,0.0,,,114.2,22.3107,0,0.0,大环道游乐场,
9346,1156,菲林明道公园Feilinmingdao Garden,0,84.0,,,114.1853063797,22.282011873,3,0.0,菲林明道公园,FeilinmingdaoGarden
9347,1157,兴华街游乐场,0,0.0,,,114.166,22.3413,0,0.0,兴华街游乐场,
9348,1158,香港公园温室Hong Kong Zoological and Botanical Garden Green House,0,86.0,,,114.1675604798,22.279861553,7,0.0,香港公园温室,HongKongZoologicalandBotanicalGardenGreenHouse
9349,1159,田厦路游乐场,0,0.0,,,114.004,22.4345,0,0.0,田厦路游乐场,
9350,1160,众坊街Public Square Street,0,88.0,,,114.1814599802,22.3130026909,4,0.0,众坊街,PublicSquareStreet
9351,1161,路德会爱心堂Loving Heart Lutheran Church,0,0.0,,,114.2172291827,22.3953424845,0,0.0,路德会爱心堂,LovingHeartLutheranChurch
9352,1162,"吉澳三圣宫San Sheng Keong, Kat O Island",0,40.0,,,114.3014738176,22.5537725582,0,0.0,吉澳三圣宫,SanShengKeongKatOIsland
9353,1163,盛芳街休憩公园Shing Fong Street Rest Garden,0,0.0,,,114.1387954291,22.3635372019,0,0.0,盛芳街休憩公园,ShingFongStreetRestGarden
9354,1164,牛津道游乐场,0,0.0,,,114.192,22.3313,0,0.0,牛津道游乐场,
9355,1165,崇龄街游乐场,0,0.0,,,114.208,22.3387,0,0.0,崇龄街游乐场,
9356,1166,涌美路临时游乐场 硬地球场,0,0.0,,,114.12,22.354,0,0.0,涌美路临时游乐场硬地球场,
9357,1167,八鄉路牌坊公園Baxiang Lupaifang Park,0,0.0,,,114.0837184774,22.4254341454,0,0.0,八鄉路牌坊公園,BaxiangLupaifangPark
9358,1168,佐敦道浸信会Jordan Road Baptist Church,0,0.0,,,114.179,22.3101,0,0.0,佐敦道浸信会,JordanRoadBaptistChurch
9359,1169,全安路花园Chuen on Road Park,0,0.0,,,114.184747517,22.4621039388,0,0.0,全安路花园,ChuenonRoadPark
9360,1170,光辉围游乐场,0,0.0,,,114.145,22.3715,0,0.0,光辉围游乐场,
9361,1171,科士街临时游乐场,0,0.0,,,114.139,22.2849,0,0.0,科士街临时游乐场,
9362,1172,天晖路体育馆儿童游戏室,0,0.0,,,114.008,22.4683,0,0.0,天晖路体育馆儿童游戏室,
9363,1173,南宁街休憩处Nanning Street Sitting-out Area,0,40.0,,,114.165,22.2511,1,0.0,南宁街休憩处,NanningStreetSittingoutArea
9364,1174,罗屋民俗馆休憩花园Luowu Minsuguan Xiuqi Garden,0,82.0,,,114.2469018585,22.2676833492,3,0.0,罗屋民俗馆休憩花园,LuowuMinsuguanXiuqiGarden
9365,1175,播道会同福九龙西堂EFCC Tongfu Kowloon West Church,0,0.0,,,114.1815013765,22.3273777927,0,0.0,播道会同福九龙西堂,EFCCTongfuKowloonWestChurch
9366,1176,伟明街花园Weiming Street Garden,0,0.0,,,114.1515064633,22.4894937552,0,0.0,伟明街花园,WeimingStreetGarden
9367,1177,樂富廣場Lefu Square,0,86.0,,,114.19872149,22.3412651288,1,0.0,樂富廣場,LefuSquare
9368,1178,东何文田配水库游乐场,0,0.0,,,114.194,22.3158,0,0.0,东何文田配水库游乐场,
9369,1179,宝云道情人石花园Bowen Road Lovers' Stone Garden,0,0.0,,,114.1880787858,22.2740501757,0,0.0,宝云道情人石花园,BowenRoadLoversStoneGarden
9370,1180,大坑径休憩处Tai Hang Drive Sitting-out Area,0,80.0,,,114.205,22.2768,1,0.0,大坑径休憩处,TaiHangDriveSittingoutArea
9371,1181,联发街休憩处Lun Fat Street Sitting-out Area,0,80.0,,,114.1820155074,22.2791959541,1,0.0,联发街休憩处,LunFatStreetSittingoutArea
9372,1182,傅屋花园Fuwu Garden,0,0.0,,,114.1425787153,22.3764039791,0,0.0,傅屋花园,FuwuGarden
9373,1183,白杨街儿童游乐场,0,0.0,,,114.179,22.3301,0,0.0,白杨街儿童游乐场,
9374,1184,大窝口道南游乐场,0,0.0,,,114.136,22.3694,0,0.0,大窝口道南游乐场,
9375,1185,新厦街游乐场,0,0.0,,,114.256,22.2678,0,0.0,新厦街游乐场,
9376,1186,华富村弥撒中心Huafucun Misa Center,0,0.0,,,114.1459878574,22.2559036183,0,0.0,华富村弥撒中心,HuafucunMisaCenter
9377,1187,汀角村儿童游乐场篮球场,0,0.0,,,114.231,22.4767,0,0.0,汀角村儿童游乐场篮球场,
9378,1188,永康街休憩花园Yongkangjie Xiuqi Garden,0,0.0,,,114.163013803,22.3435267175,0,0.0,永康街休憩花园,YongkangjieXiuqiGarden
9379,1189,旧山顶道休憩花园Old Peak Road Rest Garden,0,88.0,,,114.1613339978,22.2748425822,8,0.0,旧山顶道休憩花园,OldPeakRoadRestGarden
9380,1190,西九文化区West Kowloon Cultural District,0,88.0,,,114.1674301296,22.303332937,3,0.0,西九文化区,WestKowloonCulturalDistrict
9381,1191,小沥源草地滚球场,0,0.0,,,114.216,22.3917,0,0.0,小沥源草地滚球场,
9382,1192,西高山茶園West High Mountain Tea Garden,0,74.0,,,114.1445635188,22.2769936534,1,0.0,西高山茶園,WestHighMountainTeaGarden
9383,1193,景福街游乐场,0,0.0,,,114.211,22.3385,0,0.0,景福街游乐场,
9384,1194,蓝湾广场Island Resort Mall,0,0.0,,,114.262154356,22.2696243163,0,0.0,蓝湾广场,IslandResortMall
9385,1195,西宁街花园Xining Street Garden,0,76.0,,,114.1327983418,22.2851785778,2,0.0,西宁街花园,XiningStreetGarden
9386,1196,新界神召会元朗堂N.t. Assembly of God Yuen Long Church,0,66.0,,,114.0436413933,22.4479700523,0,0.0,新界神召会元朗堂,NtAssemblyofGodYuenLongChurch
9387,1197,咸美顿街休憩花园Xianmeidun Jie Xiuqi Garden,0,80.0,,,114.1810726204,22.3172104957,1,0.0,咸美顿街休憩花园,XianmeidunJieXiuqiGarden
9388,1198,干德道配水库游乐场,0,0.0,,,114.163,22.2807,0,0.0,干德道配水库游乐场,
9389,1199,石排街公园Shek Pai Street Park,0,80.0,,,114.1485898102,22.3673411218,0,0.0,石排街公园,ShekPaiStreetPark
9390,1200,运头角游乐场,0,0.0,,,114.181,22.4488,0,0.0,运头角游乐场,
9391,1201,康达径花园Kangdajing Garden,0,80.0,,,114.1907621947,22.3040803486,1,0.0,康达径花园,KangdajingGarden
9392,1202,鸭脷洲海滨长廊Ap Lei Chau Waterfront Promenade,0,74.0,,,114.167,22.2481,5,0.0,鸭脷洲海滨长廊,ApLeiChauWaterfrontPromenade
9393,1203,大角咀道/枫树街花园Dajiaojudao/pengshu Street Garden,0,0.0,,,114.1736818067,22.3262741458,0,0.0,大角咀道枫树街花园,DajiaojudaopengshuStreetGarden
9394,1204,海安路游乐场,0,0.0,,,114.116,22.3766,0,0.0,海安路游乐场,
9395,1205,忠孝街休憩处,0,0.0,,,114.193,22.3125,0,0.0,忠孝街休憩处,
9396,1206,青鸿路游乐场,0,0.0,,,114.121,22.3466,0,0.0,青鸿路游乐场,
9397,1207,沙咀道游乐场,0,0.0,,,114.125,22.3756,0,0.0,沙咀道游乐场,
9398,1208,差馆上街休憩处Upper Station Street Sitting-out Area,0,80.0,,,114.1599671303,22.2882576572,1,0.0,差馆上街休憩处,UpperStationStreetSittingoutArea
9399,1209,观塘道休憩处Kwun Tong Road Sitting-out Area,0,80.0,,,114.2265798615,22.3209205874,3,0.0,观塘道休憩处,KwunTongRoadSittingoutArea
9400,1210,凤南路花园Fengnanlu Garden,0,0.0,,,114.1389959343,22.5113306098,0,0.0,凤南路花园,FengnanluGarden
9401,1211,公主道儿童游乐场,0,0.0,,,114.189,22.3191,0,0.0,公主道儿童游乐场,
9402,1212,扎山道晨运园Jat's Incline Morning Walkers Garden,0,0.0,,,114.23,22.3387,0,0.0,扎山道晨运园,JatsInclineMorningWalkersGarden
9403,1213,梨貝街公園Libei Street Park,0,0.0,,,114.1505949753,22.3664314622,0,0.0,梨貝街公園,LibeiStreetPark
9404,1214,葵盛游乐场,0,0.0,,,114.137,22.3651,0,0.0,葵盛游乐场,
9405,1215,大澳文化工作室Tai O Cultural Studio,0,0.0,,,113.875,22.2571,0,0.0,大澳文化工作室,TaiOCulturalStudio
9406,1216,打鼓岭道休憩花园Daguling Dao Xiuqi Garden,0,80.0,,,114.2031330844,22.3315197897,0,0.0,打鼓岭道休憩花园,DagulingDaoXiuqiGarden
9407,1217,塘尾道/通州街休憩处Tong Mei Road / Tung Chau Street Sitting-out Area,0,84.0,,,114.1764391856,22.3255569708,4,0.0,塘尾道通州街休憩处,TongMeiRoadTungChauStreetSittingoutArea
9408,1218,水车馆街游乐场,0,0.0,,,114.042,22.4483,0,0.0,水车馆街游乐场,
9409,1219,香港圣公会太阳馆Sun Hall of Hong Kong Sheng Kung Hui,0,80.0,,,114.0697198752,22.352837018,0,0.0,香港圣公会太阳馆,SunHallofHongKongShengKungHui
9410,1220,葵福路社区园圃Kwai Fuk Road Community Garden,0,0.0,,,114.1348379623,22.3620437884,0,0.0,葵福路社区园圃,KwaiFukRoadCommunityGarden
9411,1221,根德道花园Gendedao Garden,0,88.0,,,114.1869508758,22.3418179686,2,0.0,根德道花园,GendedaoGarden
9412,1222,亚皆老街游乐场,0,0.0,,,114.201,22.3293,0,0.0,亚皆老街游乐场,
9413,1223,顺宁道平安福音堂Peace Evangelical Centre on Shun Ning Road,0,0.0,,,114.171,22.34,0,0.0,顺宁道平安福音堂,PeaceEvangelicalCentreonShunNingRoad
9414,1224,單車徑,0,80.0,,,114.2155475624,22.4365473296,1,0.0,單車徑,
9415,1225,山尾街游乐场,0,0.0,,,114.204,22.4005,0,0.0,山尾街游乐场,
9416,1226,常和街休憩处Sheung Wo Street Sitting-out Area,0,0.0,,,114.1944049989,22.321821627,0,0.0,常和街休憩处,SheungWoStreetSittingoutArea
9417,1227,埃华街休憩花园Ivy Street Rest Garden,0,72.0,,,114.1736968923,22.324530857,6,0.0,埃华街休憩花园,IvyStreetRestGarden
9418,1228,怡盛里临时休憩处Yee Shing Lane Temporary Sitting-Out Area,0,86.0,,,114.2493787557,22.2675981828,0,0.0,怡盛里临时休憩处,YeeShingLaneTemporarySittingOutArea
9419,1229,浙江街游乐场,0,0.0,,,114.199,22.3174,0,0.0,浙江街游乐场,
9420,1230,马头围配水库游乐场,0,0.0,,,114.196,22.3215,0,0.0,马头围配水库游乐场,
9421,1231,余乐里公共休憩空间Yu Lok Lane Public Rest Space,0,84.0,,,114.154,22.2888,3,0.0,余乐里公共休憩空间,YuLokLanePublicRestSpace
9422,1232,翠岭里游乐场,0,0.0,,,114.262,22.3075,0,0.0,翠岭里游乐场,
9423,1233,东龙洲北面灯塔Tung Lung Chau North Beacon,0,86.0,,,114.307265271,22.2613630059,4,0.0,东龙洲北面灯塔,TungLungChauNorthBeacon
9424,1234,彩云道史迹径Choi Wan Road Historical Trail,0,80.0,,,114.226836801,22.3332165304,2,0.0,彩云道史迹径,ChoiWanRoadHistoricalTrail
9425,1235,寮肚路公园Liaodulu Park,0,0.0,,,114.11,22.356,0,0.0,寮肚路公园,LiaoduluPark
9426,1236,骏景广场Junjing Square,0,74.0,,,114.213,22.4021,1,0.0,骏景广场,JunjingSquare
9427,1237,晏架街游乐场,0,0.0,,,114.176,22.3229,0,0.0,晏架街游乐场,
9428,1238,高埔路游乐场,0,0.0,,,114.069,22.4435,0,0.0,高埔路游乐场,
9429,1239,芬尼街休憩处Finnie Street Sitting-out Area,0,72.0,,,114.2215153935,22.2916831613,2,0.0,芬尼街休憩处,FinnieStreetSittingoutArea
9430,1240,香港仔海旁道休憩处Aberdeen Praya Road Sitting-Out Area,0,80.0,,,114.1601929654,22.2519326348,0,0.0,香港仔海旁道休憩处,AberdeenPrayaRoadSittingOutArea
9431,1241,桂地街花园Guide Street Garden,0,0.0,,,114.202,22.403,0,0.0,桂地街花园,GuideStreetGarden
9432,1242,天乐广场Tianle Square,0,80.0,,,114.1916064762,22.2807601282,0,0.0,天乐广场,TianleSquare
9433,1243,惠民路游乐场,0,0.0,,,114.286,22.3868,0,0.0,惠民路游乐场,
9434,1244,荃景围网球场,0,84.0,,,114.1176789952,22.3827995892,0,0.0,荃景围网球场,
