,景点名称,攻略数量,评分,景区介绍,景点排名,经度,纬度,评论数量,旅游率,中文名,英文名
1387,上海婚姻文化展示馆,0,0.0,,,121.4250880279,31.24374432,0,0.0,上海婚姻文化展示馆,
1388,仓城胜强影视文化创意产业园区,0,0.0,,,121.2253610787,30.9932476612,0,0.0,仓城胜强影视文化创意产业园区,
1389,上海国际旅游度假区maxus大通广场,0,0.0,,,121.6780780685,31.1426517033,0,0.0,上海国际旅游度假区大通广场,maxus
1390,三林龙狮会馆(耀东店),0,0.0,,,121.5108241444,31.1446466589,0,0.0,三林龙狮会馆耀东店,
1391,东茭泾公园,0,76.0,,,121.4425018152,31.3157561235,0,0.0,东茭泾公园,
1392,上海中心大厦公共大街,0,0.0,,,121.5119750853,31.2390796762,0,0.0,上海中心大厦公共大街,
1393,100弄文化空间,0,0.0,,,121.4814475227,31.2408712457,0,0.0,弄文化空间,
1394,闸北文化艺术中心,0,0.0,,,121.4667335589,31.2606498969,0,0.0,闸北文化艺术中心,
1395,永泰路绿地,0,0.0,,,121.5206979505,31.1428154623,0,0.0,永泰路绿地,
1396,现代壶艺馆,0,0.0,,,121.4395167451,31.23685566,0,0.0,现代壶艺馆,
1397,汉语大词典出版社,0,100.0,,,121.4351480874,31.2091203379,0,0.0,汉语大词典出版社,
1398,My Zero Point,0,0.0,,,121.482663877,31.2420260083,0,0.0,,MyZeroPoint
1399,上海市佘山古树名木保护区,0,0.0,,,121.2019606586,31.0983766431,0,0.0,上海市佘山古树名木保护区,
1400,金水湖生态公园,0,0.0,,,121.3164231713,30.8406168103,0,0.0,金水湖生态公园,
1401,红皇后御花园,0,94.0,,,121.665995,31.150743,0,0.0,红皇后御花园,
1402,中西女中,0,0.0,,,121.436379,31.228834,0,0.0,中西女中,
1403,韩非旧居,0,0.0,,,121.4586929212,31.2266772918,0,0.0,韩非旧居,
1404,上海生活垃圾科普展示馆,0,100.0,,,121.8749218895,31.0470993762,0,0.0,上海生活垃圾科普展示馆,
1405,日寇碉堡遗址,0,0.0,,,121.087826,30.959573,0,0.0,日寇碉堡遗址,
1406,尊木汇上海木文化博览园C区,0,100.0,,,121.4183291744,31.3192183872,0,0.0,尊木汇上海木文化博览园区,C
1407,朱玉林宅,0,0.0,,,121.6545802072,31.0241726272,0,0.0,朱玉林宅,
1408,大通假日广场,0,0.0,,,121.6788580527,31.1421268758,0,0.0,大通假日广场,
1409,木渎港泵闸,0,0.0,,,121.3860286353,31.2259783365,0,0.0,木渎港泵闸,
1410,上海滩创意园区,0,0.0,,,121.4893600522,31.2066688417,0,0.0,上海滩创意园区,
1411,恩爱天伦,0,0.0,,,121.4758947469,31.2313396776,0,0.0,恩爱天伦,
1412,达华公寓,0,100.0,,,121.438574729,31.2198201698,0,0.0,达华公寓,
1413,龙耀滨江广场,0,0.0,,,121.4706901927,31.1724554141,0,0.0,龙耀滨江广场,
1414,飞机楼,0,88.0,,,121.5342889704,31.3137248841,0,0.0,飞机楼,
1415,老上海码头文化博物馆,0,0.0,,,121.5043098111,31.253594301,0,0.0,老上海码头文化博物馆,
1416,长兴岛博物馆,0,40.0,,,121.7096605737,31.4080443872,0,0.0,长兴岛博物馆,
1417,风情艺术画廊,0,0.0,,,121.3942046212,31.19343154,0,0.0,风情艺术画廊,
1418,和美术馆,0,0.0,,,121.4485013402,31.0530592187,0,0.0,和美术馆,
1419,简画廊,0,0.0,,,121.4751327646,31.2146712747,0,0.0,简画廊,
1420,物感美术馆,0,0.0,,,121.554583,31.314419,0,0.0,物感美术馆,
1421,任微音画馆,0,0.0,,,121.471226564,31.2163258698,0,0.0,任微音画馆,
1422,落叶美术馆,0,100.0,,,121.4438872586,31.2064061573,0,0.0,落叶美术馆,
1423,青渚美术馆,0,0.0,,,121.184426,31.194636,0,0.0,青渚美术馆,
1424,马利美术馆,0,94.0,,,121.3785215373,31.1930725652,0,0.0,马利美术馆,
1425,意象画院,0,0.0,,,121.4753212181,31.2145264847,0,0.0,意象画院,
1426,德艺陶瓷陈列馆,0,0.0,,,121.4880528608,31.2680349611,0,0.0,德艺陶瓷陈列馆,
1427,释凡美术馆,0,0.0,,,121.308698,31.303664,0,0.0,释凡美术馆,
1428,金桥碧云美术馆,0,90.0,,,121.5954758008,31.2507832835,0,0.0,金桥碧云美术馆,
1429,Museum of O,0,0.0,,,121.4615343498,31.2348125162,0,0.0,,MuseumofO
1430,知美居画廊,0,100.0,,,121.4756126083,31.2145801029,0,0.0,知美居画廊,
1431,粟上海社区美术馆,0,80.0,,,121.4356701165,31.2253771008,0,0.0,粟上海社区美术馆,
1432,小美术馆Small Art Museum,0,0.0,,,121.455714,31.253837,0,0.0,小美术馆,SmallArtMuseum
1433,国稷美术馆,0,100.0,,,121.232339577,31.1209603827,0,0.0,国稷美术馆,
1434,金臣·亦飞鸣美术馆,0,96.0,,,121.3222110491,31.1964257586,0,0.0,金臣亦飞鸣美术馆,
1435,景德镇瓷画馆(上海馆),0,0.0,,,121.430073765,31.2102605097,0,0.0,景德镇瓷画馆上海馆,
1436,尧缔茶壶博物馆,0,0.0,,,121.4948221568,31.2238086258,0,0.0,尧缔茶壶博物馆,
1437,德玉堂画廊(益丰外滩源店),0,0.0,,,121.4954557588,31.2461700362,0,0.0,德玉堂画廊益丰外滩源店,
1438,老军装博物馆,0,0.0,,,121.4577906115,31.2235347598,0,0.0,老军装博物馆,
1439,没顶画廊,0,100.0,,,121.4637810352,31.2444282763,0,0.0,没顶画廊,
1440,海上丝韵非遗文化馆,0,0.0,,,121.4811872046,31.2357907682,0,0.0,海上丝韵非遗文化馆,
1441,库伯美术馆,0,0.0,,,121.582051,31.095248,0,0.0,库伯美术馆,
1442,原曲画廊,0,0.0,,,121.1202235564,31.1535168784,0,0.0,原曲画廊,
1443,普陀区文化馆,0,0.0,,,121.4119930297,31.2456024795,0,0.0,普陀区文化馆,
1444,程家园,0,0.0,,,121.3086627982,31.3091715993,0,0.0,程家园,
1445,协通博物馆,0,0.0,,,121.2260860551,31.2809751086,0,0.0,协通博物馆,
1446,塞万提斯图书馆,0,100.0,,,121.4501227749,31.2205366351,0,0.0,塞万提斯图书馆,
1447,上海视平线画廊,0,100.0,,,121.459512,31.22073,0,0.0,上海视平线画廊,
1448,L' art702L' art702,0,100.0,,,121.470578,31.237323,0,0.0,,LartLart
1449,消失的小镇首个沉浸式蒸汽朋克主题馆,0,80.0,,,121.484777,31.158845,0,0.0,消失的小镇首个沉浸式蒸汽朋克主题馆,
1450,集贤坊,0,0.0,,,121.201378,31.065832,0,0.0,集贤坊,
1451,伊丽莎白公寓旧址,0,100.0,,,121.459276,31.217473,0,0.0,伊丽莎白公寓旧址,
1452,漫植花园,0,0.0,,,121.274428,31.143914,0,0.0,漫植花园,
1453,丁聪美术馆,0,90.0,,,121.0186574022,30.8893046412,0,0.0,丁聪美术馆,
1454,虹桥花乡风景区,0,52.0,,,121.474377,31.690431,0,0.0,虹桥花乡风景区,
1455,上海博物馆中国历代绘画馆,0,0.0,,,121.482367,31.234229,1,0.0,上海博物馆中国历代绘画馆,
1456,高安路77号,0,0.0,,,121.453051,31.207166,0,0.0,高安路号,
1457,NO2A艺术空间(黑石公寓店),0,88.0,,,121.458898,31.217285,0,0.0,艺术空间黑石公寓店,NOA
1458,明华糖厂,0,0.0,,,121.546329,31.260937,0,0.0,明华糖厂,
1459,奉贤规划资源展示馆,0,84.0,,,121.50885,30.93978,0,0.0,奉贤规划资源展示馆,
1460,苏家屯路,0,94.0,,,121.512136,31.280301,0,0.0,苏家屯路,
1461,延富绿地,0,70.0,,,121.489207,31.235542,0,0.0,延富绿地,
1462,章堰村文化馆,0,96.0,,,121.1695123451,31.2299390351,0,0.0,章堰村文化馆,
1463,上海失恋博物馆（静安大悦城）,0,100.0,,,121.478596,31.250537,0,0.0,上海失恋博物馆静安大悦城,
1464,雅巢画廊,0,100.0,,,121.4552925361,31.2543567196,0,0.0,雅巢画廊,
1465,静安八景园,0,84.0,,,121.4536907543,31.2284607921,0,0.0,静安八景园,
1466,高桥历史文化陈列馆,0,0.0,,,121.5903777291,31.3516464841,0,0.0,高桥历史文化陈列馆,
1467,同济大学-博物馆,0,92.0,,,121.510545,31.287429,0,0.0,同济大学博物馆,
1468,上海海派红木艺术博物馆,0,0.0,,,121.8189769882,30.995385853,0,0.0,上海海派红木艺术博物馆,
1469,元利当铺旧址-博物馆,0,0.0,,,121.462648,31.241548,0,0.0,元利当铺旧址博物馆,
1470,商学博物馆,0,0.0,,,121.508832,31.31155,0,0.0,商学博物馆,
1471,油罐艺术中心「新惧象」展,0,90.0,,,121.469795,31.170791,0,0.0,油罐艺术中心新惧象展,
1472,崇明县博物馆,0,0.0,,,121.4084036701,31.6249035029,0,0.0,崇明县博物馆,
1473,Gene Gallery弥金画廊,0,0.0,,,121.479272,31.213421,0,0.0,弥金画廊,GeneGallery
1474,马桥文化展示馆,0,80.0,,,121.3981370262,31.0400298298,1,0.0,马桥文化展示馆,
1475,杨树浦港,0,88.0,,,121.524045,31.283046,0,0.0,杨树浦港,
1476,喜时尚工业旅游景区,0,0.0,,,121.285436,31.84577,0,0.0,喜时尚工业旅游景区,
1477,川沙古镇,0,80.0,,,121.712905,31.202607,0,0.0,川沙古镇,
1478,玉海棠景区,0,90.0,,,121.338096,31.7711,0,0.0,玉海棠景区,
1479,绿港风情景区,0,0.0,,,121.228066,31.755303,0,0.0,绿港风情景区,
1480,上药中医药文化园,0,0.0,,,121.4993835019,31.6958950146,0,0.0,上药中医药文化园,
1481,稻1968景区,0,0.0,,,121.343516,31.834783,0,0.0,稻景区,
1482,远望1号,0,92.0,,,121.495666,31.200182,0,0.0,远望号,
1483,民生滨江文化城,0,0.0,,,121.545151,31.253137,0,0.0,民生滨江文化城,
1484,外环林带普陀区新杨养护段,0,0.0,,,121.362844,31.304951,0,0.0,外环林带普陀区新杨养护段,
1485,馄饨皮集市,0,100.0,,,121.451154,31.211189,0,0.0,馄饨皮集市,
1486,浦江天主堂(浦锦路),0,0.0,,,121.504772,31.083132,0,0.0,浦江天主堂浦锦路,
1487,上海浦江郊野公园-滨江漫步区,0,80.0,,,121.492305,31.056002,0,0.0,上海浦江郊野公园滨江漫步区,
1488,西岸艺岛ART Tower,0,90.0,,,121.4688829869,31.1699168409,0,0.0,西岸艺岛,ARTTower
1489,西岸艺岛“雪域之美”展,0,84.0,,,121.468883,31.169917,0,0.0,西岸艺岛雪域之美展,
1490,复旦公学旧址,0,0.0,,,121.440726,31.209436,0,0.0,复旦公学旧址,
1491,中国·梦谷南上海文化创意产业园,0,0.0,,,121.460408,31.05981,0,0.0,中国梦谷南上海文化创意产业园,
1492,“绚丽闵行”展,0,100.0,,,121.364363,31.16408,0,0.0,绚丽闵行展,
1493,秦昊摄影展「常客」,0,0.0,,,121.47858,31.228475,0,0.0,秦昊摄影展常客,
1494,高安路衡山路口街心花园,0,96.0,,,121.45203,31.209544,0,0.0,高安路衡山路口街心花园,
1495,森林游憩区,0,0.0,,,121.499043,31.062701,0,0.0,森林游憩区,
1496,百年上海设计展,0,100.0,,,121.426009,31.215754,0,0.0,百年上海设计展,
1497,半亩园空中花园,0,80.0,,,121.51196,31.23922,0,0.0,半亩园空中花园,
1498,88号艺术空间,0,80.0,,,121.433711,31.234649,0,0.0,号艺术空间,
1499,春花秋色城市公园,0,86.0,,,121.955758,30.886513,0,0.0,春花秋色城市公园,
1500,上海当代艺术博物馆-米修与木心,0,100.0,,,121.505154,31.206811,0,0.0,上海当代艺术博物馆米修与木心,
1501,上海当代艺术博物馆-M/M上海制造,0,0.0,,,121.505082,31.206746,0,0.0,上海当代艺术博物馆上海制造,MM
1502,上海玩博会,0,98.0,,,121.5744273351,31.216540683,0,0.0,上海玩博会,
1503,奉浦大桥,0,0.0,,,121.452111,31.005771,0,0.0,奉浦大桥,
1504,明镜艺术空间,0,100.0,,,121.455602,31.253972,0,0.0,明镜艺术空间,
1505,Wonder labsWonder labs,0,0.0,,,121.45646,31.254784,0,0.0,,WonderlabsWonderlabs
1506,新世纪·池社,0,92.0,,,121.468575,31.17448,1,0.0,新世纪池社,
1507,香格纳画廊,0,100.0,,,121.468598,31.174237,0,0.0,香格纳画廊,
1508,98创意园,0,66.0,,,121.448107,31.23514,0,0.0,创意园,
1509,尚艺画廊,0,98.0,,,121.46888,31.187445,1,0.0,尚艺画廊,
1510,漕通水城门,0,0.0,,,121.104716,31.142831,0,0.0,漕通水城门,
1511,张马村,0,0.0,,,121.091783,31.049264,0,0.0,张马村,
1512,梧桐禅院,0,0.0,,,121.038484,30.836102,0,0.0,梧桐禅院,
1513,猫悦上城非遗影像公共体验基地,0,0.0,,,121.395349,31.219632,0,0.0,猫悦上城非遗影像公共体验基地,
1514,良人归国风体验馆,0,0.0,,,121.505055,31.233366,0,0.0,良人归国风体验馆,
1515,德义大楼,0,0.0,,,121.468193,31.237325,0,0.0,德义大楼,
1516,泰兴大楼,0,0.0,,,121.465339,31.23647,0,0.0,泰兴大楼,
1517,上海海洋水族馆中国展区,0,100.0,,,121.508642,31.246459,0,0.0,上海海洋水族馆中国展区,
1518,南美洲区,0,0.0,,,121.508368,31.246162,0,0.0,南美洲区,
1519,上海金山区人工智能机器人科教体验馆,0,80.0,,,121.371177,30.74433,0,0.0,上海金山区人工智能机器人科教体验馆,
1520,古北SOHO,0,100.0,,,121.4109209916,31.2037268457,1,0.0,古北,SOHO
1521,听翠园,0,98.0,,,121.403045,31.120093,1,0.0,听翠园,
1522,朱恒清旧居,0,0.0,,,121.451711,31.218809,0,0.0,朱恒清旧居,
1523,哥伦比亚公寓,0,0.0,,,121.459087,31.222819,0,0.0,哥伦比亚公寓,
1524,上海野生动物园白虎馆,0,94.0,,,121.7255209037,31.0561243132,8,0.0,上海野生动物园白虎馆,
1525,上海至爱星空艺术馆,0,0.0,,,121.522778,31.303352,0,0.0,上海至爱星空艺术馆,
1526,BULU萌萌动物城,0,0.0,,,121.251378,31.012557,0,0.0,萌萌动物城,BULU
1527,麦琪公寓,0,0.0,,,121.453286,31.217004,0,0.0,麦琪公寓,
1528,白赛仲公寓,0,0.0,,,121.453052,31.216958,0,0.0,白赛仲公寓,
1529,“以花之名”当代艺术群展 - 明珠美术馆当季展览,0,90.0,,,121.380019,31.180341,4,0.0,以花之名当代艺术群展明珠美术馆当季展览,
1530,我与你：埃里克·索斯,0,0.0,,,121.469264,31.174139,0,0.0,我与你埃里克索斯,
1531,青杉夜市(阿拉城店),0,86.0,,,121.3802804195,31.1832705982,7,0.0,青杉夜市阿拉城店,
1532,五龙湖公园,0,98.0,,,121.2549977026,31.0598658804,0,0.0,五龙湖公园,
1533,克里斯汀•迪奥，梦之设计师,0,96.0,,,121.471366,31.190301,0,0.0,克里斯汀迪奥梦之设计师,
1534,80's Museum 国际80年代博物馆,0,90.0,,,121.524532,31.233051,5,0.0,国际年代博物馆,sMuseum
1535,上海红十字历史文化陈列馆,0,0.0,,,121.1974936575,31.163014918,0,0.0,上海红十字历史文化陈列馆,
1536,黎安集,0,0.0,,,121.377006268,31.1324049994,0,0.0,黎安集,
1537,上海奇境迷宫探险馆Shanghai Wonderland Cognitile,0,60.0,,,121.4701956042,31.2245019373,0,0.0,上海奇境迷宫探险馆,ShanghaiWonderlandCognitile
1538,华俄道胜银行大楼,0,0.0,,,121.4963,31.243253,0,0.0,华俄道胜银行大楼,
1539,中国通商银行,0,0.0,,,121.49714,31.240419,0,0.0,中国通商银行,
1540,桃溪苑休闲绿地公园,0,0.0,,,121.2263578174,31.4405248301,0,0.0,桃溪苑休闲绿地公园,
1541,方孝孺纪念馆,0,0.0,,,121.5877661589,31.0119779106,0,0.0,方孝孺纪念馆,
1542,陕南邨,0,0.0,,,121.467466,31.220827,0,0.0,陕南邨,
1543,首尔夜市Seoul Night Market,0,90.0,,,121.3803103114,31.1756160261,9,0.0,首尔夜市,SeoulNightMarket
1544,BFC外滩枫泾路夜市BFC The Bund Fengjing Weekend Market,0,90.0,,,121.503754,31.231906,6,0.0,外滩枫泾路夜市,BFCBFCTheBundFengjingWeekendMarket
1545,芊荷艺术空间,0,90.0,,,121.441855303,31.2274413688,1,0.0,芊荷艺术空间,
1546,小动物乐园Shanghai Wild Animal Park Small Animal Paradise,0,94.0,,,121.723342,31.057817,3,0.0,小动物乐园,ShanghaiWildAnimalParkSmallAnimalParadise
1547,青浦环城水系公园Qingpu City Water System Park,0,94.0,,,121.1200138425,31.169666312,1,0.0,青浦环城水系公园,QingpuCityWaterSystemPark
1548,“梦回江户”—浮世绘艺术大展,0,96.0,,,121.497774,31.239057,3,0.0,梦回江户浮世绘艺术大展,
1549,临港新业坊·虹口智立方Lingang Innovation Galaxy & Hongkou Wise Cube,0,84.0,,,121.472463,31.299543,0,0.0,临港新业坊虹口智立方,LingangInnovationGalaxyHongkouWiseCube
1550,杜梦堂Galerie DUMONTEIL,0,90.0,,,121.453697,31.210989,3,0.0,杜梦堂,GalerieDUMONTEIL
1551,虹桥国际展汇,0,0.0,,,121.330349,31.218363,0,0.0,虹桥国际展汇,
1552,泰会生活文化园Taihui Life and Culture Park,0,0.0,,,121.731163,31.02682,0,0.0,泰会生活文化园,TaihuiLifeandCulturePark
1553,太空秘境体验馆Space Fairyland Experience Hall,0,60.0,,,121.503644,31.244193,0,0.0,太空秘境体验馆,SpaceFairylandExperienceHall
1554,江川图书馆Jiangchuan Library,0,92.0,,,121.421889,31.01487,3,0.0,江川图书馆,JiangchuanLibrary
1555,山海关路Shanhaiguan Road,0,100.0,,,121.468788,31.241745,0,0.0,山海关路,ShanhaiguanRoad
1556,上海复星艺术中心-亚历克斯·卡茨个展,0,86.0,,,121.504731,31.23251,1,0.0,上海复星艺术中心亚历克斯卡茨个展,
1557,大田秀则画廊Ota Fine Arts,0,100.0,,,121.4689027221,31.1745422311,2,0.0,大田秀则画廊,OtaFineArts
1558,上海观止矿晶博物馆Shanghai Crystalline Fossil Museum,0,92.0,,,121.375704111,31.1842957246,0,0.0,上海观止矿晶博物馆,ShanghaiCrystallineFossilMuseum
1559,菊盛公园,0,0.0,,,121.377197,31.358459,0,0.0,菊盛公园,
1560,草编文创馆Straw Plaiting Cultural and Creative Museum,0,0.0,,,121.279035073,31.4108382689,0,0.0,草编文创馆,StrawPlaitingCulturalandCreativeMuseum
1561,闽南堂旧址,0,0.0,,,121.449788,31.234882,0,0.0,闽南堂旧址,
1562,广庵寺Guang'an Temple,0,0.0,,,121.12299755,30.9943108035,0,0.0,广庵寺,GuanganTemple
1563,海岛艺术田园Island Art Pastoral,0,0.0,,,121.857403,31.335147,0,0.0,海岛艺术田园,IslandArtPastoral
1564,布卢门撒尔旧居Former Residence of Blumenthal,0,0.0,,,121.516317,31.259898,0,0.0,布卢门撒尔旧居,FormerResidenceofBlumenthal
1565,靶子山Target Mountain,0,0.0,,,121.471180034,31.2960513811,0,0.0,靶子山,TargetMountain
1566,由度慧谷创意园区,0,0.0,,,121.6050954136,31.2556517085,0,0.0,由度慧谷创意园区,
1567,白厢画廊,0,100.0,,,121.4961262463,31.2374409291,0,0.0,白厢画廊,
1568,陈友仁旧居,0,0.0,,,121.4336007668,31.2249171096,0,0.0,陈友仁旧居,
1569,五月花公园Mayflower Park,0,0.0,,,121.264442659,31.4118005766,0,0.0,五月花公园,MayflowerPark
1570,波特营创意园,0,0.0,,,121.5279429936,31.238807957,0,0.0,波特营创意园,
1571,明因寺Mingyin Temple,0,0.0,,,121.0220140356,31.0005942076,0,0.0,明因寺,MingyinTemple
1572,灶文化艺术展示馆,0,0.0,,,121.7258535194,31.5196404421,0,0.0,灶文化艺术展示馆,
1573,尚馥骊湾88文化产业园,0,0.0,,,121.4984586961,31.1698981338,0,0.0,尚馥骊湾文化产业园,
1574,隆平寺遗址Site of Longping Temple,0,0.0,,,121.171664,31.258015,0,0.0,隆平寺遗址,SiteofLongpingTemple
1575,赵朱木兰纪念馆Zhaozhu Mulan Memorial Hall,0,0.0,,,121.9095511612,30.882458769,0,0.0,赵朱木兰纪念馆,ZhaozhuMulanMemorialHall
1576,老电表博物馆Museum of Old Electricity Meters,0,60.0,,,121.509752,31.144454,0,0.0,老电表博物馆,MuseumofOldElectricityMeters
1577,通利园Tongli Garden,0,0.0,,,121.512868,31.266533,0,0.0,通利园,TongliGarden
1578,甲午同庚千龄会聚会地旧址,0,0.0,,,121.450941,31.211354,0,0.0,甲午同庚千龄会聚会地旧址,
1579,越界创意园区Surpass Space Creativity Park,0,90.0,,,121.4183196076,31.1767462189,0,0.0,越界创意园区,SurpassSpaceCreativityPark
1580,简单生活公园,0,100.0,,,121.4699125675,31.187518242,0,0.0,简单生活公园,
1581,倪东方倪伟仁艺术馆Ni Dongfang and Ni Weiren’s Art Museum,0,0.0,,,121.4137970728,31.143160045,0,0.0,倪东方倪伟仁艺术馆,NiDongfangandNiWeirensArtMuseum
1582,"八万吨筒仓艺术中心80,000-Ton Silo Art Center",0,0.0,,,121.5464060979,31.2537753463,0,0.0,八万吨筒仓艺术中心,TonSiloArtCenter
1583,中国江南农具馆China Jiangnan Farm Implements Museum,0,0.0,,,121.1619612586,30.7915422124,0,0.0,中国江南农具馆,ChinaJiangnanFarmImplementsMuseum
1584,八仙花主题园中园Baxianhua Theme Garden,0,0.0,,,121.4824725641,31.2246401501,0,0.0,八仙花主题园中园,BaxianhuaThemeGarden
1585,永隆寺,0,0.0,,,121.4155641559,31.8002101803,0,0.0,永隆寺,
1586,白庙寺Baimiao Temple,0,0.0,,,121.3895172485,31.3804264457,0,0.0,白庙寺,BaimiaoTemple
1587,大宁德必易园,0,0.0,,,121.454990332,31.2934541438,0,0.0,大宁德必易园,
1588,余天成中医药文化展示馆Yu Tiancheng Traditional Chinese Medicine Cultural Exhibition Hall,0,100.0,,,121.2424480593,31.0120619538,1,0.0,余天成中医药文化展示馆,YuTianchengTraditionalChineseMedicineCulturalExhibitionHall
1589,榕异美术馆Rongyi Art Museum,0,0.0,,,121.4809843039,31.3284473292,0,0.0,榕异美术馆,RongyiArtMuseum
1590,琴键春园,0,88.0,,,121.5028294131,31.2024045573,0,0.0,琴键春园,
1591,小河口银杏园Xiaohekou Ginkgo Garden,0,0.0,,,121.2489781936,31.38213819,0,0.0,小河口银杏园,XiaohekouGinkgoGarden
1592,BAZAR摩登思南夜市Modern Sinan Night BAZAR,0,0.0,,,121.4745769389,31.2205911413,0,0.0,摩登思南夜市,BAZARModernSinanNightBAZAR
1593,黑白之中画廊,0,0.0,,,121.4935654734,31.2507255345,0,0.0,黑白之中画廊,
1594,曾联松旧居Former Residence of Zeng Liansong,0,80.0,,,121.4914908394,31.2720126167,0,0.0,曾联松旧居,FormerResidenceofZengLiansong
1595,世界手工艺产业博览园World Handicraft Industry Expo Park,0,0.0,,,121.3239453494,31.1689343718,0,0.0,世界手工艺产业博览园,WorldHandicraftIndustryExpoPark
1596,商务印书馆第五印刷厂旧址Former Site of the Fifth Printing Factory of the Commercial Press,0,80.0,,,121.478785,31.264554,0,0.0,商务印书馆第五印刷厂旧址,FormerSiteoftheFifthPrintingFactoryoftheCommercialPress
1597,时尚谷创意园,0,80.0,,,121.175251707,31.0367396883,0,0.0,时尚谷创意园,
1598,中国锣鼓书画艺术馆China Gong and Drum Calligraphy and Painting Museum,0,0.0,,,121.6537212447,31.0272355251,0,0.0,中国锣鼓书画艺术馆,ChinaGongandDrumCalligraphyandPaintingMuseum
1599,骨针广场Bone Needle Square,0,80.0,,,121.2013641607,31.068018981,2,0.0,骨针广场,BoneNeedleSquare
1600,铭大创意广场,0,0.0,,,121.551024,31.281848,0,0.0,铭大创意广场,
1601,北欧冰雪圣诞小镇Northern European Ice & Snow Christmas Town,0,0.0,,,121.4152839145,31.1460346962,0,0.0,北欧冰雪圣诞小镇,NorthernEuropeanIceSnowChristmasTown
1602,董竹君故居Former Residence of Dong Zhujun,0,0.0,,,121.4311261896,31.2253411347,0,0.0,董竹君故居,FormerResidenceofDongZhujun
1603,郭棣活旧居,0,0.0,,,121.4433692178,31.2174934181,0,0.0,郭棣活旧居,
1604,宋氏家族居住纪念地Memorial of Residence of Family Song,0,0.0,,,121.711398,31.200989,0,0.0,宋氏家族居住纪念地,MemorialofResidenceofFamilySong
1605,哈密公园Hami Park,0,90.0,,,121.3807144299,31.2199794404,3,0.0,哈密公园,HamiPark
1606,上海企业联合馆Shanghai Corporate Pavilion,0,0.0,,,121.4947308022,31.2013602476,0,0.0,上海企业联合馆,ShanghaiCorporatePavilion
1607,半隐美术馆Banyin Art Museum,0,0.0,,,121.361271366,31.1570604765,0,0.0,半隐美术馆,BanyinArtMuseum
1608,世界酒博园World Wine Expo Park,0,0.0,,,121.2885381863,31.2687693029,0,0.0,世界酒博园,WorldWineExpoPark
1609,白杨旧居Former Residence of Bai Yang,0,0.0,,,121.4440443699,31.218240402,0,0.0,白杨旧居,FormerResidenceofBaiYang
1610,ArT of Ooo哇塞艺术展,0,0.0,,,121.4710073713,31.216275906,0,0.0,哇塞艺术展,ArTofOoo
1611,海容大树下新媒体创意产业园New Media Creative Industry Park,0,0.0,,,121.3785060883,31.1912814735,0,0.0,海容大树下新媒体创意产业园,NewMediaCreativeIndustryPark
1612,左右美术馆,0,0.0,,,121.3808724715,31.2172099642,0,0.0,左右美术馆,
1613,动物育幼展示中心Animal Brood Exhibition Center,0,0.0,,,121.723013862,31.0581351652,0,0.0,动物育幼展示中心,AnimalBroodExhibitionCenter
1614,弥陀院Amitabha Court,0,0.0,,,121.6954327619,31.5571327279,0,0.0,弥陀院,AmitabhaCourt
1615,木刻讲习会所旧址,0,0.0,,,121.4916677217,31.2686671307,0,0.0,木刻讲习会所旧址,
1616,罗地亚上海科技园Rhodia Shanghai Science and Technology Park,0,0.0,,,121.3856928738,31.0824134312,0,0.0,罗地亚上海科技园,RhodiaShanghaiScienceandTechnologyPark
1617,张杨寺,0,0.0,,,121.4079106716,31.399688191,0,0.0,张杨寺,
1618,共康境外创意设计园区,0,0.0,,,121.448169126,31.3341887779,0,0.0,共康境外创意设计园区,
1619,之禾画廊,0,100.0,,,121.3920788338,31.1709960559,0,0.0,之禾画廊,
1620,"崇明县新村基督教堂‎Christian Church of Xincun Township, Chongming County‎",0,0.0,,,121.3309262789,31.8391489385,0,0.0,崇明县新村基督教堂,ChristianChurchofXincunTownshipChongmingCounty
1621,大浜村灵观庙,0,0.0,,,121.0318060078,30.9622665281,0,0.0,大浜村灵观庙,
1622,基督教崇主堂Christian Church of Worship,0,0.0,,,121.416211,31.638196,0,0.0,基督教崇主堂,ChristianChurchofWorship
1623,洛本昆艺术馆,0,0.0,,,121.5387422089,31.2738620781,0,0.0,洛本昆艺术馆,
1624,言午画廊Yan Wu Gallery,0,100.0,,,121.3631955741,31.1635072925,0,0.0,言午画廊,YanWuGallery
1625,Verymuseum非常博物馆Very Museum,0,96.0,,,121.416558,31.320619,0,0.0,非常博物馆,VerymuseumVeryMuseum
1626,周璇旧居Former Residence of Zhou Xuan,0,0.0,,,121.4455395372,31.2124404935,0,0.0,周璇旧居,FormerResidenceofZhouXuan
1627,金融小镇Financial Town,0,100.0,,,121.5815680773,30.9000647485,0,0.0,金融小镇,FinancialTown
1628,名企新桥艺术园区新桥美术馆,0,0.0,,,121.2921496551,31.0761851974,0,0.0,名企新桥艺术园区新桥美术馆,
1629,中成智谷创意园区,0,96.0,,,121.5030187338,31.3547909335,0,0.0,中成智谷创意园区,
1630,北欧风情街Nordic Style Street,0,0.0,,,121.364881661,31.4048775026,0,0.0,北欧风情街,NordicStyleStreet
1631,张慈中装帧艺术馆Zhang Cizhong Binding Art Gallery,0,94.0,,,121.019548,30.890892,1,0.0,张慈中装帧艺术馆,ZhangCizhongBindingArtGallery
