,Unnamed: 0,景点名称,攻略数量,评分,景区介绍,景点排名,经度,纬度,评论数量,旅游率,中文名,英文名,属地
1574,1574,中央自然径Central Green Trail,0,92.0,,,114.1703345016,22.266394503,40,0.0,中央自然径,CentralGreenTrail,香港
1575,1575,八乡古庙公园Pat Heung Ancient Temple Park,0,76.0,,,114.1119519342,22.4371268422,3,0.0,八乡古庙公园,PatHeungAncientTemplePark,香港
1576,1576,布袋澳,0,82.0,,,114.306972,22.278147,9,0.0,布袋澳,,香港
1577,1577,长霞净院Cheung Ha Ching Si Temple,0,88.0,,,114.1722249922,22.45134616,3,0.0,长霞净院,CheungHaChingSiTemple,香港
1578,1578,交易广场Exchange Square,0,84.0,,,114.1694293997,22.2872661717,23,0.0,交易广场,ExchangeSquare,香港
1579,1579,香港政府总部Central Government Offices,0,88.0,,,114.177377,22.283249,14,0.0,香港政府总部,CentralGovernmentOffices,香港
1580,1580,YY9画廊YY9 Gallery,0,86.0,,,114.2006141959,22.2677650452,8,0.0,画廊,YYYYGallery,香港
1581,1581,从心苑Good Wish Gardens,0,86.0,,,114.2047907312,22.3458243806,16,0.0,从心苑,GoodWishGardens,香港
1582,1582,嘉图现代艺术画廊Grotto Fine Art,0,86.0,,,114.1667330171,22.283323288,29,0.0,嘉图现代艺术画廊,GrottoFineArt,香港
1583,1583,不一艺术Edge Gallery,0,90.0,,,114.1957728892,22.2802352905,14,0.0,不一艺术,EdgeGallery,香港
1584,1584,景贤里King Yin Lei,0,82.0,,,114.1924137946,22.2696533611,13,0.0,景贤里,KingYinLei,香港
1585,1585,摩罗街MoLuo ShangJie,0,84.0,,,114.1611815731,22.2880976473,33,0.0,摩罗街,MoLuoShangJie,香港
1586,1586,宝云道健身径Bowen Road Fitness Trail,0,86.0,,,114.185209,22.273808,15,0.0,宝云道健身径,BowenRoadFitnessTrail,香港
1587,1587,大尾笃村Tai Mei Tuk,0,90.0,,,114.2442484525,22.4763193172,15,0.0,大尾笃村,TaiMeiTuk,香港
1588,1588,香港漫画星光大道Hong Kong Avenue of Comic Stars,0,90.0,,,114.1830556732,22.3038089133,124,0.0,香港漫画星光大道,HongKongAvenueofComicStars,香港
1589,1589,昂坪高原Ngong Ping Plateau,0,88.0,,,113.952877708,22.2908169406,36,0.0,昂坪高原,NgongPingPlateau,香港
1590,1590,青屿干线访客中心及观景台Lantau Link Viewing Platform,0,92.0,,,114.0926432614,22.3611959409,5,0.0,青屿干线访客中心及观景台,LantauLinkViewingPlatform,香港
1591,1591,旧大埔民政事务处区Old Tai Po District Office,0,84.0,,,114.182217477,22.448802948,10,0.0,旧大埔民政事务处区,OldTaiPoDistrictOffice,香港
1592,1592,柏林大道Park Lane Shopper's Boulevard,0,86.0,港式的香榭丽舍大道，国际大牌奢侈精品一逛到底。,,114.183296,22.30243,162,0.0,柏林大道,ParkLaneShoppersBoulevard,香港
1593,1593,鸭寮街市集Apliu Street Market,0,80.0,知名的二手电子产品街，货品多价格廉，还能淘到有名的科技产品。,,114.173435,22.333332,87,0.0,鸭寮街市集,ApliuStreetMarket,香港
1594,1594,卫奕信径Wilson Trail - Hong Kong Parkview,0,90.0,,,114.2093755087,22.2612162809,21,0.0,卫奕信径,WilsonTrailHongKongParkview,香港
1595,1595,嘉诺撒圣玛利书院St. Mary's Canossian College,0,80.0,,119.0,114.1877778457,22.3058158603,0,0.0,嘉诺撒圣玛利书院,StMarysCanossianCollege,香港
1596,1596,骆克道街市熟食中心Lockhart Road Market Cooked Food Centre,0,92.0,历史悠长的酒吧街，更受当地人偏爱的夜生活消遣去处。,66.0,114.1869379888,22.2809380112,11,0.0,骆克道街市熟食中心,LockhartRoadMarketCookedFoodCentre,香港
1597,1597,SOHO艺术画廊Soho Art Gallery,0,90.0,享受SOHO独有的艺术气质，通过专业艺术向导的介绍，深入了解艺术品背景资料。,72.0,114.1583308018,22.2898713659,2,0.0,艺术画廊,SOHOSohoArtGallery,香港
1598,1598,赤柱马坑公园Stanley Ma Hang Park,0,88.0,,216.0,114.2186824515,22.2200884587,4,0.0,赤柱马坑公园,StanleyMaHangPark,香港
1599,1599,佐敦谷公园Jordan Valley Park,1,82.0,,182.0,114.2321929065,22.3330244893,13,0.0,佐敦谷公园,JordanValleyPark,香港
1600,1600,尤德观鸟园Edward Youde Aviary,0,92.0,,288.0,114.1720106218,22.2795191214,8,0.0,尤德观鸟园,EdwardYoudeAviary,香港
1601,1601,西九龙海滨长廊Kowloon West Promenade,1,90.0,,355.0,114.166527,22.302205,10,0.0,西九龙海滨长廊,KowloonWestPromenade,香港
1602,1602,马鞍山公园Ma On Shan Park,0,92.0,,356.0,114.2420795706,22.4304920523,8,0.0,马鞍山公园,MaOnShanPark,香港
1603,1603,香港花卉展覽Hong Kong Flower Show,0,90.0,,207.0,114.2013510811,22.2849280601,18,0.0,香港花卉展覽,HongKongFlowerShow,香港
1604,1604,鹤咀Cape D'Aguilar,1,92.0,,132.0,114.2779827409,22.2198292742,11,0.0,鹤咀,CapeDAguilar,香港
1605,1605,九龙佐治五世纪念公园Kowloon King George V Memorial Park,0,86.0,,135.0,114.1793379334,22.3081121849,33,0.0,九龙佐治五世纪念公园,KowloonKingGeorgeVMemorialPark,香港
1606,1606,九径山Nine Mountain Directly,0,94.0,,285.0,114.0090026527,22.3931335861,0,0.0,九径山,NineMountainDirectly,香港
1607,1607,火山探知馆Volcano Discovery Centre,1,82.0,,360.0,114.2854437906,22.3853923132,11,0.0,火山探知馆,VolcanoDiscoveryCentre,香港
1608,1608,宝康公园Po Hong Park,0,90.0,设有足球、排球及手球场，也设有缓跑径、儿童游乐场及滚轴溜冰场等设施。,284.0,114.2688078244,22.3220886567,12,0.0,宝康公园,PoHongPark,香港
1609,1609,中环海滨活动空间Central Harbourfront Event Space,0,90.0,,361.0,114.1741698067,22.2867604012,27,0.0,中环海滨活动空间,CentralHarbourfrontEventSpace,香港
1610,1610,香港书展Hong Kong Book Fair,2,90.0,亚洲大型书展之一，也是全港夏季盛事之一，爱买书的你不可错过。,362.0,114.1844144359,22.2861101774,49,0.0,香港书展,HongKongBookFair,香港
1611,1611,将军澳医院Tseung Kwan O Hospital,0,90.0,《妙手仁心》“仁爱医院”的原型，离TVB的大本营只有10分钟的车程。,363.0,114.281096,22.321446,18,0.0,将军澳医院,TseungKwanOHospital,香港
1612,1612,友邦欧陆嘉年华Great European Carnival,0,92.0,,364.0,114.1737644187,22.2879727302,3,0.0,友邦欧陆嘉年华,GreatEuropeanCarnival,香港
1613,1613,中西区Central And Western District,6,88.0,中西各式建筑林立，漫步其间，领略独有的港式人文历史。,96.0,114.1597838449,22.2886050695,46,0.0,中西区,CentralAndWesternDistrict,香港
1614,1614,中华基督教青年会Church of Christ in China,0,86.0,,365.0,114.1609994769,22.2871402657,7,0.0,中华基督教青年会,ChurchofChristinChina,香港
1615,1615,天后庙Lam Tsuen Tin Hau Temple,0,84.0,,366.0,114.1582546965,22.4729008687,5,0.0,天后庙,LamTsuenTinHauTemple,香港
1616,1616,香港圣公会圣马太堂St. Matthew's Church,0,82.0,,367.0,114.158832,22.289025,4,0.0,香港圣公会圣马太堂,StMatthewsChurch,香港
1617,1617,青衣Tsing Yi,1,84.0,,114.0,114.113898,22.35108,33,0.0,青衣,TsingYi,香港
1618,1618,九龙塘Kowloon Tong,1,84.0,,94.0,114.187866181,22.3398266585,39,0.0,九龙塘,KowloonTong,香港
1619,1619,九龙湾Kowloon Bay,1,84.0,,368.0,114.2192069621,22.3298960935,13,0.0,九龙湾,KowloonBay,香港
1620,1620,中环广场Hong Kong Central Plaza,0,92.0,,370.0,114.1852323239,22.282817244,85,0.0,中环广场,HongKongCentralPlaza,香港
1621,1621,香港视觉艺术中心Hong Kong Visual Arts Centre,0,84.0,,371.0,114.1709027516,22.2797817226,13,0.0,香港视觉艺术中心,HongKongVisualArtsCentre,香港
1622,1622,圣约瑟夫教堂St. Joseph's Church,0,86.0,,372.0,114.169497,22.280371,5,0.0,圣约瑟夫教堂,StJosephsChurch,香港
1623,1623,"香港中文大学文物馆Art Museum, The Chinese University of Hong Kong",0,90.0,,209.0,114.2175696571,22.422515949,15,0.0,香港中文大学文物馆,ArtMuseumTheChineseUniversityofHongKong,香港
1624,1624,香港科技大学展览馆XiangGang KeJi DaXue ZhanLanGuan,0,80.0,,375.0,114.27517482,22.3412597064,0,0.0,香港科技大学展览馆,XiangGangKeJiDaXueZhanLanGuan,香港
1625,1625,汀九桥Ting Kau Bridge,0,84.0,,281.0,114.0921662925,22.3660788994,17,0.0,汀九桥,TingKauBridge,香港
1626,1626,香港艺术空间YiShu KongJian,0,84.0,,376.0,114.1585727534,22.2883586014,12,0.0,香港艺术空间,YiShuKongJian,香港
1627,1627,香港展览中心XiangGang ZhanLan ZhongXin,0,90.0,,181.0,114.1869495543,22.2829017639,59,0.0,香港展览中心,XiangGangZhanLanZhongXin,香港
1628,1628,天后庙 - 西贡南围Tin Hau Temple (Sai Kung),0,92.0,,377.0,114.2713,22.358363,4,0.0,天后庙西贡南围,TinHauTempleSaiKung,香港
1629,1629,布朗美术馆Ben Brown Fine Arts,0,92.0,,378.0,114.1685096852,22.2849376819,18,0.0,布朗美术馆,BenBrownFineArts,香港
1630,1630,愈乔二公祠Yu Kiu Ancestral Hall,0,80.0,,379.0,114.0195166323,22.4483465906,8,0.0,愈乔二公祠,YuKiuAncestralHall,香港
1631,1631,觐廷书室Kun Ting Study Hall,0,88.0,,381.0,114.0187847431,22.4478211898,5,0.0,觐廷书室,KunTingStudyHall,香港
1632,1632,中环码头海滨长廊Central Waterfront Promenade,1,92.0,,382.0,114.17057,22.290364,47,0.0,中环码头海滨长廊,CentralWaterfrontPromenade,香港
1633,1633,钻石山Diamond Hill,1,80.0,,111.0,114.2114263895,22.3531026069,14,0.0,钻石山,DiamondHill,香港
1634,1634,侯王古庙Hau Wong Temple,0,90.0,,385.0,114.1987634924,22.3356613961,11,0.0,侯王古庙,HauWongTemple,香港
1635,1635,香港规划及基建展览馆XiangGang GuiHua Ji JiJian ZhanLanGuan (XiaQue Dao),0,78.0,,386.0,114.1737569061,22.283132114,7,0.0,香港规划及基建展览馆,XiangGangGuiHuaJiJiJianZhanLanGuanXiaQueDao,香港
1636,1636,渣打银行大厦Standard Chartered Bank Building,0,86.0,,387.0,114.1705985933,22.2834293699,23,0.0,渣打银行大厦,StandardCharteredBankBuilding,香港
1637,1637,香港科技大学艺术中心XiangGang KeJi DaXue YiShu ZhongXin,0,80.0,,388.0,114.2745424429,22.3410076618,0,0.0,香港科技大学艺术中心,XiangGangKeJiDaXueYiShuZhongXin,香港
1638,1638,聚星楼Tsui Sing Lau Pagoda,0,82.0,,389.0,114.0176404767,22.4522771102,16,0.0,聚星楼,TsuiSingLauPagoda,香港
1639,1639,筲箕湾天后古庙Shing Wong Temple,0,80.0,,390.0,114.2417115093,22.2836102323,16,0.0,筲箕湾天后古庙,ShingWongTemple,香港
1640,1640,大潭郊野公园Tai Tam Country Park,0,88.0,,392.0,114.2185992442,22.257400445,13,0.0,大潭郊野公园,TaiTamCountryPark,香港
1641,1641,马宝宝社区农场Mapopo Community Farm,0,84.0,,393.0,114.155422,22.505657,6,0.0,马宝宝社区农场,MapopoCommunityFarm,香港
1642,1642,双鹿石涧Sheung Luk Stream,0,84.0,,394.0,114.3784379946,22.4054281839,5,0.0,双鹿石涧,SheungLukStream,香港
1643,1643,佛堂门天后古庙Fotangmen Tianhou Gumiao,0,92.0,,395.0,114.3013355572,22.2734771619,5,0.0,佛堂门天后古庙,FotangmenTianhouGumiao,香港
1644,1644,廖万石堂Liu Man Shek Tong Ancestral Hall,0,86.0,,396.0,114.1357038339,22.5140182346,6,0.0,廖万石堂,LiuManShekTongAncestralHall,香港
1645,1645,金钟Admiralty,0,0.0,,397.0,114.1770051165,22.2825999776,0,0.0,金钟,Admiralty,香港
1646,1646,大埔聖母無玷之心堂Immaculate Heart of Mary Church,0,86.0,,194.0,114.1795511962,22.4489649875,5,0.0,大埔聖母無玷之心堂,ImmaculateHeartofMaryChurch,香港
1647,1647,迪欣湖活动中心Inspiration Lake,0,94.0,,398.0,114.049027944,22.3252099547,34,0.0,迪欣湖活动中心,InspirationLake,香港
1648,1648,香港航空探知馆Aviation Discovery Centre,0,88.0,,278.0,113.948511,22.319618,34,0.0,香港航空探知馆,AviationDiscoveryCentre,香港
1649,1649,大澳乡事委员会历史文化室Tai O Rural Committee Historic and Cultural Room,0,78.0,,400.0,113.8733293269,22.256591953,16,0.0,大澳乡事委员会历史文化室,TaiORuralCommitteeHistoricandCulturalRoom,香港
1650,1650,湾仔玉虚宫（北帝庙）Pak Tai Temple,0,80.0,,401.0,114.1853385586,22.2761220498,12,0.0,湾仔玉虚宫北帝庙,PakTaiTemple,香港
1651,1651,清暑轩Ching Shu Hin,0,82.0,,402.0,114.016777216,22.4491823087,8,0.0,清暑轩,ChingShuHin,香港
1652,1652,星光无间-电影娯楽展覧馆Asian Hollywood-Media Asia,0,84.0,,124.0,113.9268464476,22.3116174958,14,0.0,星光无间电影娯楽展覧馆,AsianHollywoodMediaAsia,香港
1653,1653,将军澳Tseung Kwan O,5,88.0,,193.0,114.2681438196,22.3152331132,26,0.0,将军澳,TseungKwanO,香港
1654,1654,坪源天后庙Ping Yuen Tin Hau Temple,0,86.0,,403.0,114.1739780016,22.5291842518,3,0.0,坪源天后庙,PingYuenTinHauTemple,香港
1655,1655,国际金融中心一期One International Finance Centre,0,92.0,,404.0,114.1709094217,22.288269043,7,0.0,国际金融中心一期,OneInternationalFinanceCentre,香港
1656,1656,中國銀行大廈Bank of China Building,0,88.0,,405.0,114.1716541404,22.2832468675,32,0.0,中國銀行大廈,BankofChinaBuilding,香港
1657,1657,松岭邓公祠Tang Chung Ling Ancestral Hall,0,82.0,,406.0,114.1643960506,22.5007146258,8,0.0,松岭邓公祠,TangChungLingAncestralHall,香港
1658,1658,机场核心计划展览中心Airport Core Programme Exhibition Centre,0,88.0,,407.0,114.0820883611,22.3671379502,6,0.0,机场核心计划展览中心,AirportCoreProgrammeExhibitionCentre,香港
1659,1659,前法国外方传道会大楼Former French Mission Building,0,86.0,,408.0,114.1712470902,22.2824291192,16,0.0,前法国外方传道会大楼,FormerFrenchMissionBuilding,香港
1660,1660,大潭谷Tai Tam Valley,0,90.0,,409.0,114.2212540963,22.2562146705,7,0.0,大潭谷,TaiTamValley,香港
1661,1661,西方寺Western Monastery,0,86.0,,147.0,114.1357111229,22.3866968829,8,0.0,西方寺,WesternMonastery,香港
1662,1662,香港金融管理局The HKMA,2,92.0,,152.0,114.1708673837,22.2884006946,14,0.0,香港金融管理局,TheHKMA,香港
1663,1663,西湾国殇纪念坟场Sai Wan War Cemetery,0,80.0,,410.0,114.2453841545,22.2621327397,1,0.0,西湾国殇纪念坟场,SaiWanWarCemetery,香港
1664,1664,圣士提反湾St. Stephen's Beach,0,88.0,,411.0,114.2259798385,22.2152159136,21,0.0,圣士提反湾,StStephensBeach,香港
1665,1665,香港上环文娱中心展览厅ShangHuanWenYu ZhongXin ZhanLanTing,0,80.0,,412.0,114.161041,22.289245,16,0.0,香港上环文娱中心展览厅,ShangHuanWenYuZhongXinZhanLanTing,香港
1666,1666,卫生教育展览及资料中心Health Education Exhibition and Resource Centre,1,88.0,,414.0,114.1830499857,22.3012895286,23,0.0,卫生教育展览及资料中心,HealthEducationExhibitionandResourceCentre,香港
1667,1667,大坑莲花宫Dakeng Lin Fa Kung Temple,0,88.0,,415.0,114.2042075156,22.2826255063,12,0.0,大坑莲花宫,DakengLinFaKungTemple,香港
1668,1668,马屎洲特别地区Ma Shi Chau Special Area,0,92.0,,416.0,114.236972212,22.4583969156,22,0.0,马屎洲特别地区,MaShiChauSpecialArea,香港
1669,1669,船灣淡水湖Reservoir de Plover Cove,0,84.0,,417.0,114.2521170382,22.4656369859,6,0.0,船灣淡水湖,ReservoirdePloverCove,香港
1670,1670,皇后像广场和平纪念碑The Cenotaph,3,88.0,,418.0,114.172107,22.284613,44,0.0,皇后像广场和平纪念碑,TheCenotaph,香港
1671,1671,青協有機農莊The HKFYG Organic Farm,0,76.0,,419.0,114.0853410814,22.4119574699,4,0.0,青協有機農莊,TheHKFYGOrganicFarm,香港
1672,1672,浪茄湾Long Ke Wan,1,90.0,,159.0,114.3924997845,22.373841605,21,0.0,浪茄湾,LongKeWan,香港
1673,1673,鲁班先师庙Lo Pan Temple,0,88.0,,421.0,114.1434411819,22.2865964699,19,0.0,鲁班先师庙,LoPanTemple,香港
1674,1674,厦门湾泳滩Hap Mun Bay Beach,0,80.0,,205.0,114.3064295321,22.3600918877,1,0.0,厦门湾泳滩,HapMunBayBeach,香港
1675,1675,炮台山Fortress Hill,4,88.0,,277.0,114.205938584,22.2924099041,18,0.0,炮台山,FortressHill,香港
1676,1676,亚洲协会香港中心Asia Society Hong Kong Center,2,88.0,,422.0,114.1767756228,22.2788473731,15,0.0,亚洲协会香港中心,AsiaSocietyHongKongCenter,香港
1677,1677,狮子山Lion Rock,2,90.0,,95.0,114.210235,22.358646,26,0.0,狮子山,LionRock,香港
1678,1678,将军澳南海滨长廊Tseung Kwan O South Waterfront Promenade,0,90.0,,276.0,114.275332,22.302512,30,0.0,将军澳南海滨长廊,TseungKwanOSouthWaterfrontPromenade,香港
1679,1679,香港北角North Point,2,88.0,吃货必到，英皇道北角鸡蛋仔，堡垒街麦记美食，一路品尝美味。,185.0,114.204185,22.291378,78,0.0,香港北角,NorthPoint,香港
1680,1680,落马洲Lok Ma Chau,1,86.0,,424.0,114.0931369532,22.5131331405,26,0.0,落马洲,LokMaChau,香港
1681,1681,龜背灣泳灘Turtle Cove Beach,0,92.0,,426.0,114.2346027282,22.2363523423,7,0.0,龜背灣泳灘,TurtleCoveBeach,香港
1682,1682,马鞍山海滨长廊Ma On Shan Promenade,0,90.0,,427.0,114.2318361817,22.4124067112,18,0.0,马鞍山海滨长廊,MaOnShanPromenade,香港
1683,1683,道风山基督教丛林Tao Fong Shan Christian Centre,0,86.0,,428.0,114.1935764256,22.3870265853,6,0.0,道风山基督教丛林,TaoFongShanChristianCentre,香港
1684,1684,上窯民俗文物館Sheung Yiu Folk Museum,0,84.0,,429.0,114.3327365599,22.3957494473,7,0.0,上窯民俗文物館,SheungYiuFolkMuseum,香港
1685,1685,香港商业中心展览馆XiangGang ShangYeZhongXin ZhanLanGuan,0,80.0,,431.0,114.184607,22.286127,1,0.0,香港商业中心展览馆,XiangGangShangYeZhongXinZhanLanGuan,香港
1686,1686,许爱周科学馆XuAi Zhou KeXueGuan,0,88.0,,432.0,114.149586,22.286253,21,0.0,许爱周科学馆,XuAiZhouKeXueGuan,香港
1687,1687,启德邮轮码头Kai Tak Cruise Terminal,1,86.0,同时容纳两艘排水量达22万吨的超级邮轮，也可以停泊世上最大型的邮轮。,155.0,114.2247298633,22.309505271,26,0.0,启德邮轮码头,KaiTakCruiseTerminal,香港
1688,1688,清水湾第二湾泳滩Clear Water Bay Second Beach,0,86.0,,433.0,114.2992545714,22.2908924685,12,0.0,清水湾第二湾泳滩,ClearWaterBaySecondBeach,香港
1689,1689,屏山杨侯古庙Yeung Hau Temple,1,82.0,,434.0,114.019134,22.449902,9,0.0,屏山杨侯古庙,YeungHauTemple,香港
1690,1690,伯大尼教堂Bethanie Chapell,1,84.0,,435.0,114.1468643451,22.2656511285,10,0.0,伯大尼教堂,BethanieChapell,香港
1691,1691,龙华街Lung Wat st,0,78.0,,436.0,114.1401264656,22.283318944,8,0.0,龙华街,LungWatst,香港
1692,1692,City GalleryCity Gallery,0,86.0,,210.0,114.1736604018,22.2856436822,33,0.0,,CityGalleryCityGallery,香港
1693,1693,F11 摂影博物館F11 Foto Museum,0,84.0,,437.0,114.1971829589,22.2714817211,12,0.0,摂影博物館,FFFotoMuseum,香港
1694,1694,水头村Shui Tau Tsuen,0,86.0,,438.0,114.0729938152,22.4484798275,3,0.0,水头村,ShuiTauTsuen,香港
1695,1695,圣母神乐院Our Lady of Joy Abbey,0,86.0,,439.0,114.0298158393,22.2832946439,3,0.0,圣母神乐院,OurLadyofJoyAbbey,香港
1696,1696,赤柱北帝古庙,0,86.0,,200.0,114.22003,22.220316,10,0.0,赤柱北帝古庙,,香港
1697,1697,赤柱天后庙Tin Hau Temple (Stanley),0,84.0,,440.0,114.2206097564,22.222339801,23,0.0,赤柱天后庙,TinHauTempleStanley,香港
1698,1698,西湾山,1,88.0,,441.0,114.388738,22.391668,25,0.0,西湾山,,香港
1699,1699,文华新村东座Man Wah Sun Chuen,0,86.0,,442.0,114.1880728612,22.2749170826,27,0.0,文华新村东座,ManWahSunChuen,香港
1700,1700,裕林台U Lam Terrace,0,82.0,,443.0,114.1606897408,22.2867743108,17,0.0,裕林台,ULamTerrace,香港
1701,1701,宝灵街Bowring Street,0,88.0,,445.0,114.1813763466,22.3071780004,22,0.0,宝灵街,BowringStreet,香港
1702,1702,湾仔民间生活馆Wanchai Livelihood Place,0,88.0,,101.0,114.1856402402,22.2768154144,20,0.0,湾仔民间生活馆,WanchaiLivelihoodPlace,香港
1703,1703,南丫島漁民文化村Lamma Fisher Folk,0,84.0,,446.0,114.1439527542,22.2122470959,37,0.0,南丫島漁民文化村,LammaFisherFolk,香港
1704,1704,摆花街Lyndhurst Terrace,2,86.0,,447.0,114.1655622111,22.285642172,59,0.0,摆花街,LyndhurstTerrace,香港
1705,1705,深水埗Sham Shui Po,8,84.0,全港电子市场的心脏地带，该区的众多服装批发店，自成一格。,117.0,114.164764,22.333561,106,0.0,深水埗,ShamShuiPo,香港
1706,1706,海下湾海岸公园Hoi Ha Wan Marine Park,0,82.0,,449.0,114.3469998429,22.4771102783,9,0.0,海下湾海岸公园,HoiHaWanMarinePark,香港
1707,1707,吉澳Crooked Island,0,88.0,,450.0,114.3083853095,22.5412327371,3,0.0,吉澳,CrookedIsland,香港
1708,1708,薄扶林Pok Fu Lam,0,84.0,,451.0,114.1405801521,22.2715019217,13,0.0,薄扶林,PokFuLam,香港
1709,1709,屏山邓族文物馆暨文物径访客中心Ping Shan Dengzu Wenwu Guan Ji Wenwu Jingfangke Center,0,86.0,,453.0,114.0134018543,22.4495048523,8,0.0,屏山邓族文物馆暨文物径访客中心,PingShanDengzuWenwuGuanJiWenwuJingfangkeCenter,香港
1710,1710,Pak She Tin Hau TemplePak She Tin Hau Temple,0,86.0,,455.0,114.0390691444,22.2163104541,15,0.0,,PakSheTinHauTemplePakSheTinHauTemple,香港
1711,1711,香港仔Little Hong Kong,0,80.0,,456.0,114.1639862636,22.2514798687,38,0.0,香港仔,LittleHongKong,香港
1712,1712,妙法寺Miu Fat Monastery,1,88.0,,457.0,113.9954070651,22.4231011836,9,0.0,妙法寺,MiuFatMonastery,香港
1713,1713,华富村Wah Fu Estate,0,88.0,,459.0,114.147924571,22.2559775057,14,0.0,华富村,WahFuEstate,香港
1714,1714,赛马会创意艺术中心Jockey Club Creative Arts Centre,1,84.0,,273.0,114.1772674947,22.3376194412,26,0.0,赛马会创意艺术中心,JockeyClubCreativeArtsCentre,香港
1715,1715,香港演艺学院Hong Kong Academy for Performing Arts,1,84.0,,460.0,114.1816587665,22.2829284668,14,0.0,香港演艺学院,HongKongAcademyforPerformingArts,香港
1716,1716,添马舰空中花园HMS Tamar,0,80.0,,461.0,114.1765434754,22.2846343962,13,0.0,添马舰空中花园,HMSTamar,香港
1717,1717,域多利監獄旧址Former Site of Victoria Prison,2,88.0,,219.0,114.165239717,22.2840722002,16,0.0,域多利監獄旧址,FormerSiteofVictoriaPrison,香港
1718,1718,香港文物探知馆Hong Kong Heritage Discovery Centre,1,88.0,,462.0,114.1813600353,22.3022421427,45,0.0,香港文物探知馆,HongKongHeritageDiscoveryCentre,香港
1719,1719,加多利山Kadoorie Hill,0,90.0,,463.0,114.1874066399,22.325536638,27,0.0,加多利山,KadoorieHill,香港
1720,1720,荃湾Tsuen Wan,5,86.0,庙宇林立之地，圆玄学院、西方寺及竹林禅院是善心信众参拜之地。,43.0,114.128882,22.377601,226,0.0,荃湾,TsuenWan,香港
1721,1721,天水围Tin Shui Wai,1,88.0,因许鞍华电影《天水围的日与夜》为人熟知，现在是非常繁荣的社区。,82.0,114.013271,22.459705,86,0.0,天水围,TinShuiWai,香港
1722,1722,沙田Shatin,1,88.0,漫步在古老围村、传统寺庙和现代建筑并存的大街小巷中，感受当时可家人的生活风貌。,89.0,114.20815,22.355893,193,0.0,沙田,Shatin,香港
1723,1723,山顶邮政局Peak Post Office,0,90.0,,271.0,114.161293017,22.2745460022,70,0.0,山顶邮政局,PeakPostOffice,香港
1724,1724,西贡东郊野公园Sai Kung East Country Park,1,90.0,当地人的“后花园”，沿途风景秀丽，景点多不胜数。,464.0,114.3548409175,22.4120087893,69,0.0,西贡东郊野公园,SaiKungEastCountryPark,香港
1725,1725,姻缘石Lovers' Rock,0,84.0,,129.0,114.1879791822,22.2738202328,21,0.0,姻缘石,LoversRock,香港
1726,1726,林村许愿树Lam Tsuen Wishing Tree,0,82.0,,163.0,114.1539814055,22.4589535032,15,0.0,林村许愿树,LamTsuenWishingTree,香港
1727,1727,罗素街Russell Street,1,88.0,,162.0,114.1939464694,22.2817243175,74,0.0,罗素街,RussellStreet,香港
1728,1728,园圃街雀鸟花园Bird Garden Yuen Po Street,0,86.0,,467.0,114.185379,22.328548,70,0.0,园圃街雀鸟花园,BirdGardenYuenPoStreet,香港
1729,1729,油麻地Yau Ma Tei,9,84.0,港式气息浓浓的街区，边走边吃逛庙街，油麻地警署是必到地。,468.0,114.181281,22.314649,228,0.0,油麻地,YauMaTei,香港
1730,1730,中华基督教会长洲堂The Church of Christ in China Cheung Chau Church,0,72.0,,476.0,114.0408517376,22.2087724939,3,0.0,中华基督教会长洲堂,TheChurchofChristinChinaCheungChauChurch,香港
1731,1731,长洲洪圣庙Hung Shing Temple,0,78.0,,477.0,114.0401578224,22.2090032259,16,0.0,长洲洪圣庙,HungShingTemple,香港
1732,1732,长洲关公忠义亭Kwan Kung Pavilion,0,78.0,,478.0,114.0435896959,22.2091966671,19,0.0,长洲关公忠义亭,KwanKungPavilion,香港
1733,1733,五行石Reclining Rock,0,78.0,,479.0,114.0297176491,22.2019126456,27,0.0,五行石,RecliningRock,香港
1734,1734,下长沙泳滩Lower Cheung Sha Beach,0,82.0,,480.0,113.955158,22.234384,22,0.0,下长沙泳滩,LowerCheungShaBeach,香港
1735,1735,馬灣公園Ma Wan Park Liberal Learning Centre,1,84.0,"一草一木一花一石充满趣味和艺术气息,环境优美景色秀丽，亲子游之选。",203.0,114.069840202,22.3526494168,78,0.0,馬灣公園,MaWanParkLiberalLearningCentre,香港
1736,1736,龙翔道观景台Lung Cheung Road Observatory,0,82.0,,268.0,114.182942,22.345919,24,0.0,龙翔道观景台,LungCheungRoadObservatory,香港
1737,1737,飞鹅山观景台Kowloon Peak Viewing Point,0,86.0,九龙第一高峰，轻松感受日落之美。,177.0,114.232746,22.356448,44,0.0,飞鹅山观景台,KowloonPeakViewingPoint,香港
1738,1738,棉登径Minden Avenue,0,88.0,,481.0,114.1860601922,22.2996840528,38,0.0,棉登径,MindenAvenue,香港
1739,1739,怡和午炮Jardine Noonday Gun,0,84.0,每天中午12时鸣放礼炮，聆听鸣炮前的8响摇铃。 等待除夕最后一分钟的子夜鸣炮，迎接新年。,482.0,114.1952258956,22.2854759034,54,0.0,怡和午炮,JardineNoondayGun,香港
1740,1740,洪圣古庙Wan Chai Hung Shing Temple,0,82.0,,198.0,114.1823540557,22.2783710905,31,0.0,洪圣古庙,WanChaiHungShingTemple,香港
